Zone,Times,InCount,OutCount
Mary St,1/2/2014 5:00:00,32,26
Mary St,1/2/2014 6:00:00,65,61
Mary St,1/2/2014 7:00:00,100,137
Mary St,1/2/2014 8:00:00,366,267
Mary St,1/2/2014 9:00:00,436,308
Mary St,1/2/2014 10:00:00,716,613
Mary St,1/2/2014 11:00:00,1274,1099
Mary St,1/2/2014 12:00:00,1760,1659
Mary St,1/2/2014 13:00:00,2213,1981
Mary St,1/2/2014 14:00:00,2094,1944
Mary St,1/2/2014 15:00:00,2301,2284
Mary St,1/2/2014 16:00:00,2257,2253
Mary St,1/2/2014 17:00:00,1990,2023
Mary St,1/2/2014 18:00:00,1420,1346
Mary St,1/2/2014 19:00:00,838,677
Mary St,1/2/2014 20:00:00,469,384
Mary St,1/2/2014 21:00:00,184,158
Mary St,1/2/2014 22:00:00,95,125
Mary St,1/2/2014 23:00:00,50,47
Moore St,1/2/2014 0:00:00,27,42
Moore St,1/2/2014 1:00:00,6,16
Moore St,1/2/2014 2:00:00,17,14
Moore St,1/2/2014 3:00:00,35,12
Moore St,1/2/2014 4:00:00,27,15
Moore St,1/2/2014 5:00:00,162,46
Moore St,1/2/2014 6:00:00,251,63
Moore St,1/2/2014 7:00:00,317,100
Moore St,1/2/2014 8:00:00,307,207
Moore St,1/2/2014 9:00:00,372,326
Moore St,1/2/2014 10:00:00,604,590
Moore St,1/2/2014 11:00:00,870,924
Moore St,1/2/2014 12:00:00,1164,1241
Moore St,1/2/2014 13:00:00,1351,1497
Moore St,1/2/2014 14:00:00,1514,1647
Moore St,1/2/2014 15:00:00,1696,1846
Moore St,1/2/2014 16:00:00,1513,1663
Moore St,1/2/2014 17:00:00,1123,1383
Moore St,1/2/2014 18:00:00,837,859
Moore St,1/2/2014 19:00:00,420,492
Moore St,1/2/2014 20:00:00,290,351
Moore St,1/2/2014 21:00:00,158,245
Moore St,1/2/2014 22:00:00,75,121
Moore St,1/2/2014 23:00:00,66,42
Capel St at Mullen,1/2/2014 0:00:00,18,25
Capel St at Mullen,1/2/2014 1:00:00,8,21
Capel St at Mullen,1/2/2014 2:00:00,4,7
Capel St at Mullen,1/2/2014 3:00:00,4,14
Capel St at Mullen,1/2/2014 4:00:00,4,6
Capel St at Mullen,1/2/2014 5:00:00,4,4
Capel St at Mullen,1/2/2014 6:00:00,16,6
Capel St at Mullen,1/2/2014 7:00:00,25,34
Capel St at Mullen,1/2/2014 8:00:00,63,62
Capel St at Mullen,1/2/2014 9:00:00,103,87
Capel St at Mullen,1/2/2014 10:00:00,163,153
Capel St at Mullen,1/2/2014 11:00:00,216,247
Capel St at Mullen,1/2/2014 12:00:00,330,365
Capel St at Mullen,1/2/2014 13:00:00,438,394
Capel St at Mullen,1/2/2014 14:00:00,428,343
Capel St at Mullen,1/2/2014 15:00:00,429,377
Capel St at Mullen,1/2/2014 16:00:00,386,364
Capel St at Mullen,1/2/2014 17:00:00,328,258
Capel St at Mullen,1/2/2014 18:00:00,237,205
Capel St at Mullen,1/2/2014 19:00:00,148,160
Capel St at Mullen,1/2/2014 20:00:00,157,115
Capel St at Mullen,1/2/2014 21:00:00,105,59
Capel St at Mullen,1/2/2014 22:00:00,75,60
Capel St at Mullen,1/2/2014 23:00:00,34,47
Dame Court,1/2/2014 0:00:00,42,57
Dame Court,1/2/2014 1:00:00,51,32
Dame Court,1/2/2014 2:00:00,13,20
Dame Court,1/2/2014 3:00:00,27,16
Dame Court,1/2/2014 4:00:00,0,4
Dame Court,1/2/2014 5:00:00,9,7
Dame Court,1/2/2014 6:00:00,11,18
Dame Court,1/2/2014 7:00:00,55,27
Dame Court,1/2/2014 8:00:00,54,49
Dame Court,1/2/2014 9:00:00,88,126
Dame Court,1/2/2014 10:00:00,80,70
Dame Court,1/2/2014 11:00:00,54,58
Dame Court,1/2/2014 12:00:00,328,343
Dame Court,1/2/2014 13:00:00,156,196
Dame Court,1/2/2014 14:00:00,152,209
Dame Court,1/2/2014 15:00:00,171,232
Dame Court,1/2/2014 16:00:00,164,253
Dame Court,1/2/2014 17:00:00,239,311
Dame Court,1/2/2014 18:00:00,192,230
Dame Court,1/2/2014 19:00:00,131,154
Dame Court,1/2/2014 20:00:00,120,132
Dame Court,1/2/2014 21:00:00,127,143
Dame Court,1/2/2014 22:00:00,73,118
Dame Court,1/2/2014 23:00:00,68,101
Grafton St at Card Gallery,1/2/2014 0:00:00,144,162
Grafton St at Card Gallery,1/2/2014 1:00:00,77,93
Grafton St at Card Gallery,1/2/2014 2:00:00,87,64
Grafton St at Card Gallery,1/2/2014 3:00:00,72,69
Grafton St at Card Gallery,1/2/2014 4:00:00,70,49
Grafton St at Card Gallery,1/2/2014 5:00:00,51,139
Grafton St at Card Gallery,1/2/2014 6:00:00,143,448
Grafton St at Card Gallery,1/2/2014 7:00:00,410,1101
Grafton St at Card Gallery,1/2/2014 8:00:00,853,1788
Grafton St at Card Gallery,1/2/2014 9:00:00,843,1163
Grafton St at Card Gallery,1/2/2014 10:00:00,1328,1515
Grafton St at Card Gallery,1/2/2014 11:00:00,2248,2404
Grafton St at Card Gallery,1/2/2014 12:00:00,3541,3455
Grafton St at Card Gallery,1/2/2014 13:00:00,4247,4644
Grafton St at Card Gallery,1/2/2014 14:00:00,3975,3843
Grafton St at Card Gallery,1/2/2014 15:00:00,3686,3877
Grafton St at Card Gallery,1/2/2014 16:00:00,4119,4017
Grafton St at Card Gallery,1/2/2014 17:00:00,5052,4493
Grafton St at Card Gallery,1/2/2014 18:00:00,3930,3278
Grafton St at Card Gallery,1/2/2014 19:00:00,2111,1970
Grafton St at Card Gallery,1/2/2014 20:00:00,1569,1234
Grafton St at Card Gallery,1/2/2014 21:00:00,1058,869
Grafton St at Card Gallery,1/2/2014 22:00:00,627,783
Grafton St at Card Gallery,1/2/2014 23:00:00,556,583
Grafton St at M&S,1/2/2014 0:00:00,196,131
Grafton St at M&S,1/2/2014 1:00:00,81,102
Grafton St at M&S,1/2/2014 2:00:00,87,42
Grafton St at M&S,1/2/2014 3:00:00,68,53
Grafton St at M&S,1/2/2014 4:00:00,68,36
Grafton St at M&S,1/2/2014 5:00:00,44,111
Grafton St at M&S,1/2/2014 6:00:00,160,421
Grafton St at M&S,1/2/2014 7:00:00,364,979
Grafton St at M&S,1/2/2014 8:00:00,809,1742
Grafton St at M&S,1/2/2014 9:00:00,821,1273
Grafton St at M&S,1/2/2014 10:00:00,1151,1493
Grafton St at M&S,1/2/2014 11:00:00,2367,2514
Grafton St at M&S,1/2/2014 12:00:00,3670,3804
Grafton St at M&S,1/2/2014 13:00:00,4952,4718
Grafton St at M&S,1/2/2014 14:00:00,4510,4205
Grafton St at M&S,1/2/2014 15:00:00,4066,3679
Grafton St at M&S,1/2/2014 16:00:00,4728,4263
Grafton St at M&S,1/2/2014 17:00:00,4496,3910
Grafton St at M&S,1/2/2014 18:00:00,3361,2828
Grafton St at M&S,1/2/2014 19:00:00,2150,1770
Grafton St at M&S,1/2/2014 20:00:00,1423,1127
Grafton St at M&S,1/2/2014 21:00:00,1160,789
Grafton St at M&S,1/2/2014 22:00:00,639,602
Grafton St at M&S,1/2/2014 23:00:00,501,487
O'Connell Street at Easons,1/2/2014 0:00:00,87,247
O'Connell Street at Easons,1/2/2014 1:00:00,27,135
O'Connell Street at Easons,1/2/2014 2:00:00,20,118
O'Connell Street at Easons,1/2/2014 3:00:00,13,105
O'Connell Street at Easons,1/2/2014 4:00:00,18,61
O'Connell Street at Easons,1/2/2014 5:00:00,64,49
O'Connell Street at Easons,1/2/2014 6:00:00,222,107
O'Connell Street at Easons,1/2/2014 7:00:00,341,282
O'Connell Street at Easons,1/2/2014 8:00:00,408,441
O'Connell Street at Easons,1/2/2014 9:00:00,510,621
O'Connell Street at Easons,1/2/2014 10:00:00,898,1144
O'Connell Street at Easons,1/2/2014 11:00:00,1080,1290
O'Connell Street at Easons,1/2/2014 12:00:00,1484,1623
O'Connell Street at Easons,1/2/2014 13:00:00,1779,1931
O'Connell Street at Easons,1/2/2014 14:00:00,1751,1939
O'Connell Street at Easons,1/2/2014 15:00:00,1831,2021
O'Connell Street at Easons,1/2/2014 16:00:00,2067,2172
O'Connell Street at Easons,1/2/2014 17:00:00,1955,2137
O'Connell Street at Easons,1/2/2014 18:00:00,1346,1536
O'Connell Street at Easons,1/2/2014 19:00:00,944,1034
O'Connell Street at Easons,1/2/2014 20:00:00,641,728
O'Connell Street at Easons,1/2/2014 21:00:00,443,673
O'Connell Street at Easons,1/2/2014 22:00:00,310,584
O'Connell Street at Easons,1/2/2014 23:00:00,189,478
Henry Street at Butlers,1/2/2014 0:00:00,27,47
Henry Street at Butlers,1/2/2014 1:00:00,29,25
Henry Street at Butlers,1/2/2014 2:00:00,15,14
Henry Street at Butlers,1/2/2014 3:00:00,8,16
Henry Street at Butlers,1/2/2014 4:00:00,16,29
Henry Street at Butlers,1/2/2014 5:00:00,47,60
Henry Street at Butlers,1/2/2014 6:00:00,137,147
Henry Street at Butlers,1/2/2014 7:00:00,227,341
Henry Street at Butlers,1/2/2014 8:00:00,233,713
Henry Street at Butlers,1/2/2014 9:00:00,423,993
Henry Street at Butlers,1/2/2014 10:00:00,1432,2599
Henry Street at Butlers,1/2/2014 11:00:00,1558,2705
Henry Street at Butlers,1/2/2014 12:00:00,2165,3125
Henry Street at Butlers,1/2/2014 13:00:00,2979,3504
Henry Street at Butlers,1/2/2014 14:00:00,2972,3191
Henry Street at Butlers,1/2/2014 15:00:00,3116,3095
Henry Street at Butlers,1/2/2014 16:00:00,3166,2791
Henry Street at Butlers,1/2/2014 17:00:00,2872,2504
Henry Street at Butlers,1/2/2014 18:00:00,2347,1703
Henry Street at Butlers,1/2/2014 19:00:00,1304,966
Henry Street at Butlers,1/2/2014 20:00:00,873,497
Henry Street at Butlers,1/2/2014 21:00:00,432,232
Henry Street at Butlers,1/2/2014 22:00:00,176,143
Henry Street at Butlers,1/2/2014 23:00:00,108,94
South William St,1/2/2014 0:00:00,23,25
South William St,1/2/2014 1:00:00,25,16
South William St,1/2/2014 2:00:00,5,4
South William St,1/2/2014 3:00:00,2,0
South William St,1/2/2014 4:00:00,2,2
South William St,1/2/2014 5:00:00,1,3
South William St,1/2/2014 6:00:00,8,33
South William St,1/2/2014 7:00:00,14,62
South William St,1/2/2014 8:00:00,52,135
South William St,1/2/2014 9:00:00,64,117
South William St,1/2/2014 10:00:00,108,148
South William St,1/2/2014 11:00:00,154,205
South William St,1/2/2014 12:00:00,206,355
South William St,1/2/2014 13:00:00,363,521
South William St,1/2/2014 14:00:00,310,403
South William St,1/2/2014 15:00:00,381,463
South William St,1/2/2014 16:00:00,404,422
South William St,1/2/2014 17:00:00,455,418
South William St,1/2/2014 18:00:00,319,301
South William St,1/2/2014 19:00:00,160,189
South William St,1/2/2014 20:00:00,159,132
South William St,1/2/2014 21:00:00,107,69
South William St,1/2/2014 22:00:00,62,67
South William St,1/2/2014 23:00:00,64,90
Dublin BID,1/3/2014 0:00:00,109,144
Dublin BID,1/3/2014 1:00:00,45,69
Dublin BID,1/3/2014 2:00:00,27,51
Dublin BID,1/3/2014 3:00:00,25,43
Dublin BID,1/3/2014 4:00:00,6,20
Dublin BID,1/3/2014 5:00:00,32,13
Dublin BID,1/3/2014 6:00:00,136,47
Dublin BID,1/3/2014 7:00:00,588,233
Dublin BID,1/3/2014 8:00:00,759,348
Dublin BID,1/3/2014 9:00:00,759,430
Dublin BID,1/3/2014 10:00:00,892,554
Dublin BID,1/3/2014 11:00:00,1098,700
Dublin BID,1/3/2014 12:00:00,1193,729
Dublin BID,1/3/2014 13:00:00,1403,891
Dublin BID,1/3/2014 14:00:00,1493,889
Dublin BID,1/3/2014 15:00:00,1501,951
Dublin BID,1/3/2014 16:00:00,1557,914
Dublin BID,1/3/2014 17:00:00,1687,952
Dublin BID,1/3/2014 18:00:00,1932,975
Dublin BID,1/3/2014 19:00:00,1217,605
Dublin BID,1/3/2014 20:00:00,721,447
Dublin BID,1/3/2014 21:00:00,591,391
Dublin BID,1/3/2014 22:00:00,583,339
Dublin BID,1/3/2014 23:00:00,491,332
South King St,1/3/2014 0:00:00,80,75
South King St,1/3/2014 1:00:00,17,16
South King St,1/3/2014 2:00:00,19,35
South King St,1/3/2014 3:00:00,19,12
South King St,1/3/2014 4:00:00,5,9
South King St,1/3/2014 5:00:00,25,20
South King St,1/3/2014 6:00:00,69,40
South King St,1/3/2014 7:00:00,197,149
South King St,1/3/2014 8:00:00,379,397
South King St,1/3/2014 9:00:00,291,348
South King St,1/3/2014 10:00:00,325,349
South King St,1/3/2014 11:00:00,485,518
South King St,1/3/2014 12:00:00,984,1005
South King St,1/3/2014 13:00:00,1537,1208
South King St,1/3/2014 14:00:00,1045,965
South King St,1/3/2014 15:00:00,1090,991
South King St,1/3/2014 16:00:00,1203,1351
South King St,1/3/2014 17:00:00,1381,1434
South King St,1/3/2014 18:00:00,953,924
South King St,1/3/2014 19:00:00,514,574
South King St,1/3/2014 20:00:00,336,464
South King St,1/3/2014 21:00:00,304,737
South King St,1/3/2014 22:00:00,198,256
South King St,1/3/2014 23:00:00,209,201
South Great Georges,1/3/2014 0:00:00,131,173
South Great Georges,1/3/2014 1:00:00,84,63
South Great Georges,1/3/2014 2:00:00,44,65
South Great Georges,1/3/2014 3:00:00,52,54
South Great Georges,1/3/2014 4:00:00,15,25
South Great Georges,1/3/2014 5:00:00,13,25
South Great Georges,1/3/2014 6:00:00,28,40
South Great Georges,1/3/2014 7:00:00,87,167
South Great Georges,1/3/2014 8:00:00,186,304
South Great Georges,1/3/2014 9:00:00,192,227
South Great Georges,1/3/2014 10:00:00,258,244
South Great Georges,1/3/2014 11:00:00,344,355
South Great Georges,1/3/2014 12:00:00,517,468
South Great Georges,1/3/2014 13:00:00,687,773
South Great Georges,1/3/2014 14:00:00,727,831
South Great Georges,1/3/2014 15:00:00,569,697
South Great Georges,1/3/2014 16:00:00,698,758
South Great Georges,1/3/2014 17:00:00,688,758
South Great Georges,1/3/2014 18:00:00,560,732
South Great Georges,1/3/2014 19:00:00,443,694
South Great Georges,1/3/2014 20:00:00,490,726
South Great Georges,1/3/2014 21:00:00,355,473
South Great Georges,1/3/2014 22:00:00,248,392
South Great Georges,1/3/2014 23:00:00,264,454
Talbot St,1/3/2014 0:00:00,36,87
Talbot St,1/3/2014 1:00:00,8,25
Talbot St,1/3/2014 2:00:00,10,42
Talbot St,1/3/2014 3:00:00,10,31
Talbot St,1/3/2014 4:00:00,8,14
Talbot St,1/3/2014 5:00:00,20,9
Talbot St,1/3/2014 6:00:00,52,38
Talbot St,1/3/2014 7:00:00,345,241
Talbot St,1/3/2014 8:00:00,659,469
Talbot St,1/3/2014 9:00:00,274,216
Talbot St,1/3/2014 10:00:00,417,281
Talbot St,1/3/2014 11:00:00,396,360
Talbot St,1/3/2014 12:00:00,425,664
Talbot St,1/3/2014 13:00:00,583,950
Talbot St,1/3/2014 14:00:00,437,691
Talbot St,1/3/2014 15:00:00,369,744
Talbot St,1/3/2014 16:00:00,777,1091
Talbot St,1/3/2014 17:00:00,1072,1383
Talbot St,1/3/2014 18:00:00,815,1175
Talbot St,1/3/2014 19:00:00,732,768
Talbot St,1/3/2014 20:00:00,450,626
Talbot St,1/3/2014 21:00:00,306,370
Talbot St,1/3/2014 22:00:00,98,142
Talbot St,1/3/2014 23:00:00,59,144
Mary St,1/3/2014 0:00:00,27,22
Mary St,1/3/2014 1:00:00,10,9
Mary St,1/3/2014 2:00:00,7,17
Mary St,1/3/2014 3:00:00,7,8
Mary St,1/3/2014 4:00:00,10,12
Mary St,1/3/2014 5:00:00,31,17
Mary St,1/3/2014 6:00:00,85,55
Mary St,1/3/2014 7:00:00,166,141
Mary St,1/3/2014 8:00:00,341,201
Mary St,1/3/2014 9:00:00,388,302
Mary St,1/3/2014 10:00:00,651,501
Mary St,1/3/2014 11:00:00,999,880
Mary St,1/3/2014 12:00:00,1591,1381
Mary St,1/3/2014 13:00:00,2126,1957
Mary St,1/3/2014 14:00:00,2011,1853
Mary St,1/3/2014 15:00:00,1997,1850
Mary St,1/3/2014 16:00:00,1953,1986
Mary St,1/3/2014 17:00:00,1790,1742
Mary St,1/3/2014 18:00:00,1377,998
Mary St,1/3/2014 19:00:00,727,680
Mary St,1/3/2014 20:00:00,305,282
Mary St,1/3/2014 21:00:00,112,101
Mary St,1/3/2014 22:00:00,102,111
Mary St,1/3/2014 23:00:00,60,44
Moore St,1/3/2014 0:00:00,84,156
Moore St,1/3/2014 1:00:00,63,146
Moore St,1/3/2014 2:00:00,65,126
Moore St,1/3/2014 3:00:00,81,202
Moore St,1/3/2014 4:00:00,47,104
Moore St,1/3/2014 5:00:00,34,35
Moore St,1/3/2014 6:00:00,65,23
Moore St,1/3/2014 7:00:00,12,21
Moore St,1/3/2014 8:00:00,29,21
Moore St,1/3/2014 9:00:00,51,39
Moore St,1/3/2014 10:00:00,140,67
Moore St,1/3/2014 11:00:00,243,145
Moore St,1/3/2014 12:00:00,411,316
Moore St,1/3/2014 13:00:00,540,429
Moore St,1/3/2014 14:00:00,660,638
Moore St,1/3/2014 15:00:00,674,745
Moore St,1/3/2014 16:00:00,575,648
Moore St,1/3/2014 17:00:00,398,587
Moore St,1/3/2014 18:00:00,207,317
Moore St,1/3/2014 19:00:00,144,164
Moore St,1/3/2014 20:00:00,131,76
Moore St,1/3/2014 21:00:00,85,43
Moore St,1/3/2014 22:00:00,43,51
Moore St,1/3/2014 23:00:00,47,53
Capel St at Mullen,1/3/2014 0:00:00,720,868
Capel St at Mullen,1/3/2014 1:00:00,599,892
Capel St at Mullen,1/3/2014 2:00:00,382,480
Capel St at Mullen,1/3/2014 3:00:00,151,191
Capel St at Mullen,1/3/2014 4:00:00,86,109
Capel St at Mullen,1/3/2014 5:00:00,82,74
Capel St at Mullen,1/3/2014 6:00:00,17,13
Capel St at Mullen,1/3/2014 7:00:00,29,32
Capel St at Mullen,1/3/2014 8:00:00,78,48
Capel St at Mullen,1/3/2014 9:00:00,113,71
Capel St at Mullen,1/3/2014 10:00:00,141,133
Capel St at Mullen,1/3/2014 11:00:00,236,246
Capel St at Mullen,1/3/2014 12:00:00,291,306
Capel St at Mullen,1/3/2014 13:00:00,430,409
Capel St at Mullen,1/3/2014 14:00:00,371,369
Capel St at Mullen,1/3/2014 15:00:00,401,360
Capel St at Mullen,1/3/2014 16:00:00,376,338
Capel St at Mullen,1/3/2014 17:00:00,312,280
Capel St at Mullen,1/3/2014 18:00:00,220,198
Capel St at Mullen,1/3/2014 19:00:00,170,175
Capel St at Mullen,1/3/2014 20:00:00,162,151
Capel St at Mullen,1/3/2014 21:00:00,79,79
Capel St at Mullen,1/3/2014 22:00:00,103,66
Capel St at Mullen,1/3/2014 23:00:00,67,56
Dame Court,1/3/2014 0:00:00,86,85
Dame Court,1/3/2014 1:00:00,85,89
Dame Court,1/3/2014 2:00:00,93,31
Dame Court,1/3/2014 3:00:00,16,43
Dame Court,1/3/2014 4:00:00,4,10
Dame Court,1/3/2014 5:00:00,21,16
Dame Court,1/3/2014 6:00:00,28,16
Dame Court,1/3/2014 7:00:00,66,55
Dame Court,1/3/2014 8:00:00,97,55
Dame Court,1/3/2014 9:00:00,65,67
Dame Court,1/3/2014 10:00:00,94,64
Dame Court,1/3/2014 11:00:00,70,80
Dame Court,1/3/2014 12:00:00,238,257
Dame Court,1/3/2014 13:00:00,164,169
Dame Court,1/3/2014 14:00:00,149,187
Dame Court,1/3/2014 15:00:00,205,215
Dame Court,1/3/2014 16:00:00,176,234
Dame Court,1/3/2014 17:00:00,212,287
Dame Court,1/3/2014 18:00:00,229,196
Dame Court,1/3/2014 19:00:00,189,212
Dame Court,1/3/2014 20:00:00,205,251
Dame Court,1/3/2014 21:00:00,172,210
Dame Court,1/3/2014 22:00:00,154,249
Dame Court,1/3/2014 23:00:00,198,249
Grafton St at Card Gallery,1/3/2014 0:00:00,257,324
Grafton St at Card Gallery,1/3/2014 1:00:00,122,104
Grafton St at Card Gallery,1/3/2014 2:00:00,127,123
Grafton St at Card Gallery,1/3/2014 3:00:00,117,99
Grafton St at Card Gallery,1/3/2014 4:00:00,66,72
Grafton St at Card Gallery,1/3/2014 5:00:00,45,153
Grafton St at Card Gallery,1/3/2014 6:00:00,178,513
Grafton St at Card Gallery,1/3/2014 7:00:00,382,1020
Grafton St at Card Gallery,1/3/2014 8:00:00,870,1826
Grafton St at Card Gallery,1/3/2014 9:00:00,703,1250
Grafton St at Card Gallery,1/3/2014 10:00:00,1273,1422
Grafton St at Card Gallery,1/3/2014 11:00:00,2017,2230
Grafton St at Card Gallery,1/3/2014 12:00:00,3159,2931
Grafton St at Card Gallery,1/3/2014 13:00:00,3627,3731
Grafton St at Card Gallery,1/3/2014 14:00:00,3756,3594
Grafton St at Card Gallery,1/3/2014 15:00:00,3593,3551
Grafton St at Card Gallery,1/3/2014 16:00:00,4095,3574
Grafton St at Card Gallery,1/3/2014 17:00:00,5094,4229
Grafton St at Card Gallery,1/3/2014 18:00:00,3992,3443
Grafton St at Card Gallery,1/3/2014 19:00:00,2213,1975
Grafton St at Card Gallery,1/3/2014 20:00:00,1353,1402
Grafton St at Card Gallery,1/3/2014 21:00:00,833,859
Grafton St at Card Gallery,1/3/2014 22:00:00,768,819
Grafton St at Card Gallery,1/3/2014 23:00:00,706,688
Grafton St at M&S,1/3/2014 0:00:00,289,275
Grafton St at M&S,1/3/2014 1:00:00,129,113
Grafton St at M&S,1/3/2014 2:00:00,124,95
Grafton St at M&S,1/3/2014 3:00:00,129,73
Grafton St at M&S,1/3/2014 4:00:00,78,54
Grafton St at M&S,1/3/2014 5:00:00,47,133
Grafton St at M&S,1/3/2014 6:00:00,155,433
Grafton St at M&S,1/3/2014 7:00:00,356,986
Grafton St at M&S,1/3/2014 8:00:00,839,1861
Grafton St at M&S,1/3/2014 9:00:00,733,1393
Grafton St at M&S,1/3/2014 10:00:00,1212,1592
Grafton St at M&S,1/3/2014 11:00:00,2053,2308
Grafton St at M&S,1/3/2014 12:00:00,3423,3299
Grafton St at M&S,1/3/2014 13:00:00,4252,4118
Grafton St at M&S,1/3/2014 14:00:00,3589,3310
Grafton St at M&S,1/3/2014 15:00:00,3948,3776
Grafton St at M&S,1/3/2014 16:00:00,4100,3578
Grafton St at M&S,1/3/2014 17:00:00,4628,3952
Grafton St at M&S,1/3/2014 18:00:00,3377,2690
Grafton St at M&S,1/3/2014 19:00:00,1953,1664
Grafton St at M&S,1/3/2014 20:00:00,1196,1092
Grafton St at M&S,1/3/2014 21:00:00,915,744
Grafton St at M&S,1/3/2014 22:00:00,658,590
Grafton St at M&S,1/3/2014 23:00:00,671,596
O'Connell Street at Easons,1/3/2014 0:00:00,41,220
O'Connell Street at Easons,1/3/2014 1:00:00,23,131
O'Connell Street at Easons,1/3/2014 2:00:00,18,120
O'Connell Street at Easons,1/3/2014 3:00:00,15,114
O'Connell Street at Easons,1/3/2014 4:00:00,10,63
O'Connell Street at Easons,1/3/2014 5:00:00,55,34
O'Connell Street at Easons,1/3/2014 6:00:00,171,86
O'Connell Street at Easons,1/3/2014 7:00:00,313,276
O'Connell Street at Easons,1/3/2014 8:00:00,411,493
O'Connell Street at Easons,1/3/2014 9:00:00,528,557
O'Connell Street at Easons,1/3/2014 10:00:00,746,831
O'Connell Street at Easons,1/3/2014 11:00:00,1112,1201
O'Connell Street at Easons,1/3/2014 12:00:00,1263,1452
O'Connell Street at Easons,1/3/2014 13:00:00,1596,1747
O'Connell Street at Easons,1/3/2014 14:00:00,1571,1755
O'Connell Street at Easons,1/3/2014 15:00:00,1661,1896
O'Connell Street at Easons,1/3/2014 16:00:00,1768,1954
O'Connell Street at Easons,1/3/2014 17:00:00,1914,1963
O'Connell Street at Easons,1/3/2014 18:00:00,1442,1474
O'Connell Street at Easons,1/3/2014 19:00:00,1026,1096
O'Connell Street at Easons,1/3/2014 20:00:00,812,870
O'Connell Street at Easons,1/3/2014 21:00:00,439,579
O'Connell Street at Easons,1/3/2014 22:00:00,414,552
O'Connell Street at Easons,1/3/2014 23:00:00,295,475
Henry Street at Butlers,1/3/2014 0:00:00,74,44
Henry Street at Butlers,1/3/2014 1:00:00,11,23
Henry Street at Butlers,1/3/2014 2:00:00,22,19
Henry Street at Butlers,1/3/2014 3:00:00,31,28
Henry Street at Butlers,1/3/2014 4:00:00,31,43
Henry Street at Butlers,1/3/2014 5:00:00,71,48
Henry Street at Butlers,1/3/2014 6:00:00,136,144
Henry Street at Butlers,1/3/2014 7:00:00,140,462
Henry Street at Butlers,1/3/2014 8:00:00,272,746
Henry Street at Butlers,1/3/2014 9:00:00,391,978
Henry Street at Butlers,1/3/2014 10:00:00,942,1955
Henry Street at Butlers,1/3/2014 11:00:00,1310,2167
Henry Street at Butlers,1/3/2014 12:00:00,1845,2515
Henry Street at Butlers,1/3/2014 13:00:00,2468,3132
Henry Street at Butlers,1/3/2014 14:00:00,2603,2861
Henry Street at Butlers,1/3/2014 15:00:00,2801,2959
Henry Street at Butlers,1/3/2014 16:00:00,2896,2748
Henry Street at Butlers,1/3/2014 17:00:00,2667,2162
Henry Street at Butlers,1/3/2014 18:00:00,2204,1532
Henry Street at Butlers,1/3/2014 19:00:00,1389,810
Henry Street at Butlers,1/3/2014 20:00:00,653,503
Henry Street at Butlers,1/3/2014 21:00:00,240,220
Henry Street at Butlers,1/3/2014 22:00:00,167,208
Henry Street at Butlers,1/3/2014 23:00:00,138,117
South William St,1/3/2014 0:00:00,42,60
South William St,1/3/2014 1:00:00,43,19
South William St,1/3/2014 2:00:00,32,13
South William St,1/3/2014 3:00:00,69,4
South William St,1/3/2014 4:00:00,2,8
South William St,1/3/2014 5:00:00,4,6
South William St,1/3/2014 6:00:00,13,26
South William St,1/3/2014 7:00:00,24,73
South William St,1/3/2014 8:00:00,63,166
South William St,1/3/2014 9:00:00,63,131
South William St,1/3/2014 10:00:00,118,169
South William St,1/3/2014 11:00:00,130,176
South William St,1/3/2014 12:00:00,251,375
South William St,1/3/2014 13:00:00,329,415
South William St,1/3/2014 14:00:00,351,424
South William St,1/3/2014 15:00:00,333,408
South William St,1/3/2014 16:00:00,362,411
South William St,1/3/2014 17:00:00,379,450
South William St,1/3/2014 18:00:00,322,343
South William St,1/3/2014 19:00:00,220,255
South William St,1/3/2014 20:00:00,189,192
South William St,1/3/2014 21:00:00,136,122
South William St,1/3/2014 22:00:00,106,103
South William St,1/3/2014 23:00:00,115,150
Dublin BID,1/4/2014 0:00:00,286,229
Dublin BID,1/4/2014 1:00:00,121,161
Dublin BID,1/4/2014 2:00:00,61,151
Dublin BID,1/4/2014 3:00:00,60,145
Dublin BID,1/4/2014 4:00:00,21,69
Dublin BID,1/4/2014 5:00:00,17,22
Dublin BID,1/4/2014 6:00:00,116,50
Dublin BID,1/4/2014 7:00:00,261,164
Dublin BID,1/4/2014 8:00:00,339,201
Dublin BID,1/4/2014 9:00:00,572,381
Dublin BID,1/4/2014 10:00:00,883,600
Dublin BID,1/4/2014 11:00:00,1037,794
Dublin BID,1/4/2014 12:00:00,1185,816
Dublin BID,1/4/2014 13:00:00,1332,953
Dublin BID,1/4/2014 14:00:00,1434,1004
Dublin BID,1/4/2014 15:00:00,1537,1044
Dublin BID,1/4/2014 16:00:00,1342,958
Dublin BID,1/4/2014 17:00:00,1627,992
Dublin BID,1/4/2014 18:00:00,1820,1048
Dublin BID,1/4/2014 19:00:00,1254,830
Dublin BID,1/4/2014 20:00:00,744,553
Dublin BID,1/4/2014 21:00:00,621,440
Dublin BID,1/4/2014 22:00:00,628,394
Dublin BID,1/4/2014 23:00:00,485,363
South King St,1/4/2014 0:00:00,144,186
South King St,1/4/2014 1:00:00,90,121
South King St,1/4/2014 2:00:00,65,61
