Zone,Times,InCount,OutCount
Capel St at Mullen,1/30/2014 11:00:00,260,257
Capel St at Mullen,1/30/2014 12:00:00,322,336
Capel St at Mullen,1/30/2014 13:00:00,440,422
Capel St at Mullen,1/30/2014 14:00:00,336,372
Capel St at Mullen,1/30/2014 15:00:00,350,289
Capel St at Mullen,1/30/2014 16:00:00,358,395
Capel St at Mullen,1/30/2014 17:00:00,318,317
Capel St at Mullen,1/30/2014 18:00:00,334,297
Capel St at Mullen,1/30/2014 19:00:00,226,197
Capel St at Mullen,1/30/2014 20:00:00,181,127
Capel St at Mullen,1/30/2014 21:00:00,146,88
Capel St at Mullen,1/30/2014 22:00:00,82,101
Capel St at Mullen,1/30/2014 23:00:00,67,49
Dame Court,1/30/2014 0:00:00,86,80
Dame Court,1/30/2014 1:00:00,45,57
Dame Court,1/30/2014 2:00:00,47,31
Dame Court,1/30/2014 3:00:00,18,18
Dame Court,1/30/2014 4:00:00,2,4
Dame Court,1/30/2014 5:00:00,13,1
Dame Court,1/30/2014 6:00:00,20,19
Dame Court,1/30/2014 7:00:00,71,74
Dame Court,1/30/2014 8:00:00,220,163
Dame Court,1/30/2014 9:00:00,168,124
Dame Court,1/30/2014 10:00:00,126,126
Dame Court,1/30/2014 11:00:00,167,152
Dame Court,1/30/2014 12:00:00,160,159
Dame Court,1/30/2014 13:00:00,312,374
Dame Court,1/30/2014 14:00:00,220,235
Dame Court,1/30/2014 15:00:00,191,176
Dame Court,1/30/2014 16:00:00,228,280
Dame Court,1/30/2014 17:00:00,255,345
Dame Court,1/30/2014 18:00:00,239,282
Dame Court,1/30/2014 19:00:00,177,214
Dame Court,1/30/2014 20:00:00,127,196
Dame Court,1/30/2014 21:00:00,140,207
Dame Court,1/30/2014 22:00:00,116,165
Dame Court,1/30/2014 23:00:00,89,130
Grafton St at Card Gallery,1/30/2014 0:00:00,282,504
Grafton St at Card Gallery,1/30/2014 1:00:00,239,206
Grafton St at Card Gallery,1/30/2014 2:00:00,356,242
Grafton St at Card Gallery,1/30/2014 3:00:00,569,236
Grafton St at Card Gallery,1/30/2014 4:00:00,167,110
Grafton St at Card Gallery,1/30/2014 5:00:00,75,92
Grafton St at Card Gallery,1/30/2014 6:00:00,210,343
Grafton St at Card Gallery,1/30/2014 7:00:00,635,1318
Grafton St at Card Gallery,1/30/2014 8:00:00,1572,2390
Grafton St at Card Gallery,1/30/2014 9:00:00,1255,1642
Grafton St at Card Gallery,1/30/2014 10:00:00,1360,1456
Grafton St at Card Gallery,1/30/2014 11:00:00,1919,2034
Grafton St at Card Gallery,1/30/2014 12:00:00,2791,2660
Grafton St at Card Gallery,1/30/2014 13:00:00,3529,3479
Grafton St at Card Gallery,1/30/2014 14:00:00,2794,2691
Grafton St at Card Gallery,1/30/2014 15:00:00,2933,2654
Grafton St at Card Gallery,1/30/2014 16:00:00,3294,2786
Grafton St at Card Gallery,1/30/2014 17:00:00,4952,3778
Grafton St at Card Gallery,1/30/2014 18:00:00,4771,3923
Grafton St at Card Gallery,1/30/2014 19:00:00,3426,2786
Grafton St at Card Gallery,1/30/2014 20:00:00,2415,1935
Grafton St at Card Gallery,1/30/2014 21:00:00,1245,1235
Grafton St at Card Gallery,1/30/2014 22:00:00,787,889
Grafton St at Card Gallery,1/30/2014 23:00:00,694,912
Grafton St at M&S,1/30/2014 0:00:00,288,339
Grafton St at M&S,1/30/2014 1:00:00,213,152
Grafton St at M&S,1/30/2014 2:00:00,273,147
Grafton St at M&S,1/30/2014 3:00:00,481,189
Grafton St at M&S,1/30/2014 4:00:00,126,101
Grafton St at M&S,1/30/2014 5:00:00,47,83
Grafton St at M&S,1/30/2014 6:00:00,214,338
Grafton St at M&S,1/30/2014 7:00:00,513,1067
Grafton St at M&S,1/30/2014 8:00:00,1445,2296
Grafton St at M&S,1/30/2014 9:00:00,1054,1511
Grafton St at M&S,1/30/2014 10:00:00,1368,1550
Grafton St at M&S,1/30/2014 11:00:00,1886,2045
Grafton St at M&S,1/30/2014 12:00:00,2832,2796
Grafton St at M&S,1/30/2014 13:00:00,3760,3823
Grafton St at M&S,1/30/2014 14:00:00,3030,2901
Grafton St at M&S,1/30/2014 15:00:00,3016,2724
Grafton St at M&S,1/30/2014 16:00:00,3410,2951
Grafton St at M&S,1/30/2014 17:00:00,4179,3147
Grafton St at M&S,1/30/2014 18:00:00,3306,2545
Grafton St at M&S,1/30/2014 19:00:00,2509,2007
Grafton St at M&S,1/30/2014 20:00:00,1681,1359
Grafton St at M&S,1/30/2014 21:00:00,1070,848
Grafton St at M&S,1/30/2014 22:00:00,729,639
Grafton St at M&S,1/30/2014 23:00:00,627,652
O'Connell Street at Easons,1/30/2014 0:00:00,97,226
O'Connell Street at Easons,1/30/2014 1:00:00,51,151
O'Connell Street at Easons,1/30/2014 2:00:00,36,103
O'Connell Street at Easons,1/30/2014 3:00:00,25,173
O'Connell Street at Easons,1/30/2014 4:00:00,24,99
O'Connell Street at Easons,1/30/2014 5:00:00,67,41
O'Connell Street at Easons,1/30/2014 6:00:00,181,102
O'Connell Street at Easons,1/30/2014 7:00:00,437,331
O'Connell Street at Easons,1/30/2014 8:00:00,658,724
O'Connell Street at Easons,1/30/2014 9:00:00,606,827
O'Connell Street at Easons,1/30/2014 10:00:00,714,944
O'Connell Street at Easons,1/30/2014 11:00:00,950,1116
O'Connell Street at Easons,1/30/2014 12:00:00,1127,1409
O'Connell Street at Easons,1/30/2014 13:00:00,1570,1871
O'Connell Street at Easons,1/30/2014 14:00:00,1369,1538
O'Connell Street at Easons,1/30/2014 15:00:00,1486,1569
O'Connell Street at Easons,1/30/2014 16:00:00,1547,1767
O'Connell Street at Easons,1/30/2014 17:00:00,1885,2039
O'Connell Street at Easons,1/30/2014 18:00:00,1552,1710
O'Connell Street at Easons,1/30/2014 19:00:00,1117,1262
O'Connell Street at Easons,1/30/2014 20:00:00,815,867
O'Connell Street at Easons,1/30/2014 21:00:00,482,761
O'Connell Street at Easons,1/30/2014 22:00:00,368,587
O'Connell Street at Easons,1/30/2014 23:00:00,217,477
Henry Street at Butlers,1/30/2014 0:00:00,43,65
Henry Street at Butlers,1/30/2014 1:00:00,33,37
Henry Street at Butlers,1/30/2014 2:00:00,33,20
Henry Street at Butlers,1/30/2014 3:00:00,41,35
Henry Street at Butlers,1/30/2014 4:00:00,23,45
Henry Street at Butlers,1/30/2014 5:00:00,62,53
Henry Street at Butlers,1/30/2014 6:00:00,118,167
Henry Street at Butlers,1/30/2014 7:00:00,184,444
Henry Street at Butlers,1/30/2014 8:00:00,388,937
Henry Street at Butlers,1/30/2014 9:00:00,544,1318
Henry Street at Butlers,1/30/2014 10:00:00,821,1534
Henry Street at Butlers,1/30/2014 11:00:00,1370,1932
Henry Street at Butlers,1/30/2014 12:00:00,1847,2347
Henry Street at Butlers,1/30/2014 13:00:00,2405,2765
Henry Street at Butlers,1/30/2014 14:00:00,2074,2180
Henry Street at Butlers,1/30/2014 15:00:00,2314,2333
Henry Street at Butlers,1/30/2014 16:00:00,2270,2388
Henry Street at Butlers,1/30/2014 17:00:00,2573,2465
Henry Street at Butlers,1/30/2014 18:00:00,2238,2138
Henry Street at Butlers,1/30/2014 19:00:00,1663,1264
Henry Street at Butlers,1/30/2014 20:00:00,1265,648
Henry Street at Butlers,1/30/2014 21:00:00,494,308
Henry Street at Butlers,1/30/2014 22:00:00,211,161
Henry Street at Butlers,1/30/2014 23:00:00,113,118
South William St,1/30/2014 0:00:00,88,114
South William St,1/30/2014 1:00:00,84,37
South William St,1/30/2014 2:00:00,110,25
South William St,1/30/2014 3:00:00,92,18
South William St,1/30/2014 4:00:00,7,10
South William St,1/30/2014 5:00:00,3,0
South William St,1/30/2014 6:00:00,15,35
South William St,1/30/2014 7:00:00,25,63
South William St,1/30/2014 8:00:00,60,246
South William St,1/30/2014 9:00:00,81,223
South William St,1/30/2014 10:00:00,120,192
South William St,1/30/2014 11:00:00,134,246
South William St,1/30/2014 12:00:00,255,361
South William St,1/30/2014 13:00:00,317,429
South William St,1/30/2014 14:00:00,269,340
South William St,1/30/2014 15:00:00,244,314
South William St,1/30/2014 16:00:00,320,342
South William St,1/30/2014 17:00:00,336,402
South William St,1/30/2014 18:00:00,299,395
South William St,1/30/2014 19:00:00,247,276
South William St,1/30/2014 20:00:00,228,162
South William St,1/30/2014 21:00:00,215,127
South William St,1/30/2014 22:00:00,178,128
South William St,1/30/2014 23:00:00,161,87
Dublin BID,1/31/2014 0:00:00,105,134
Dublin BID,1/31/2014 1:00:00,43,64
Dublin BID,1/31/2014 2:00:00,24,46
Dublin BID,1/31/2014 3:00:00,22,39
Dublin BID,1/31/2014 4:00:00,5,18
Dublin BID,1/31/2014 5:00:00,30,10
Dublin BID,1/31/2014 6:00:00,131,44
Dublin BID,1/31/2014 7:00:00,571,220
Dublin BID,1/31/2014 8:00:00,737,329
Dublin BID,1/31/2014 9:00:00,737,407
Dublin BID,1/31/2014 10:00:00,867,524
Dublin BID,1/31/2014 11:00:00,1067,662
Dublin BID,1/31/2014 12:00:00,1161,693
Dublin BID,1/31/2014 13:00:00,1366,847
Dublin BID,1/31/2014 14:00:00,1453,845
Dublin BID,1/31/2014 15:00:00,1462,903
Dublin BID,1/31/2014 16:00:00,1516,868
Dublin BID,1/31/2014 17:00:00,1642,904
Dublin BID,1/31/2014 18:00:00,1881,926
Dublin BID,1/31/2014 19:00:00,1185,575
Dublin BID,1/31/2014 20:00:00,702,425
Dublin BID,1/31/2014 21:00:00,576,372
Dublin BID,1/31/2014 22:00:00,567,322
Dublin BID,1/31/2014 23:00:00,477,315
South King St,1/31/2014 0:00:00,165,126
South King St,1/31/2014 1:00:00,78,68
South King St,1/31/2014 2:00:00,38,15
South King St,1/31/2014 3:00:00,32,41
South King St,1/31/2014 4:00:00,22,10
South King St,1/31/2014 5:00:00,21,13
South King St,1/31/2014 6:00:00,102,65
South King St,1/31/2014 7:00:00,287,238
South King St,1/31/2014 8:00:00,649,780
South King St,1/31/2014 9:00:00,472,640
South King St,1/31/2014 10:00:00,380,418
South King St,1/31/2014 11:00:00,424,389
South King St,1/31/2014 12:00:00,613,852
South King St,1/31/2014 13:00:00,1212,1170
South King St,1/31/2014 14:00:00,833,812
South King St,1/31/2014 15:00:00,798,805
South King St,1/31/2014 16:00:00,1013,1051
South King St,1/31/2014 17:00:00,1161,1401
South King St,1/31/2014 18:00:00,1045,1314
South King St,1/31/2014 19:00:00,1045,786
South King St,1/31/2014 20:00:00,424,685
South King St,1/31/2014 21:00:00,374,536
South King St,1/31/2014 22:00:00,388,635
South King St,1/31/2014 23:00:00,299,282
South Great Georges,1/31/2014 0:00:00,214,223
South Great Georges,1/31/2014 1:00:00,168,141
South Great Georges,1/31/2014 2:00:00,52,77
South Great Georges,1/31/2014 3:00:00,73,81
South Great Georges,1/31/2014 4:00:00,29,24
South Great Georges,1/31/2014 5:00:00,14,30
South Great Georges,1/31/2014 6:00:00,34,46
South Great Georges,1/31/2014 7:00:00,109,203
South Great Georges,1/31/2014 8:00:00,267,478
South Great Georges,1/31/2014 9:00:00,365,461
South Great Georges,1/31/2014 10:00:00,329,371
South Great Georges,1/31/2014 11:00:00,354,398
South Great Georges,1/31/2014 12:00:00,527,525
South Great Georges,1/31/2014 13:00:00,794,819
South Great Georges,1/31/2014 14:00:00,617,698
South Great Georges,1/31/2014 15:00:00,617,624
South Great Georges,1/31/2014 16:00:00,666,722
South Great Georges,1/31/2014 17:00:00,820,873
South Great Georges,1/31/2014 18:00:00,796,895
South Great Georges,1/31/2014 19:00:00,581,828
South Great Georges,1/31/2014 20:00:00,584,894
South Great Georges,1/31/2014 21:00:00,428,663
South Great Georges,1/31/2014 22:00:00,416,634
South Great Georges,1/31/2014 23:00:00,483,576
Talbot St,1/31/2014 0:00:00,39,87
Talbot St,1/31/2014 1:00:00,11,55
Talbot St,1/31/2014 2:00:00,11,38
Talbot St,1/31/2014 3:00:00,6,44
Talbot St,1/31/2014 4:00:00,9,9
Talbot St,1/31/2014 5:00:00,21,6
Talbot St,1/31/2014 6:00:00,141,105
Talbot St,1/31/2014 7:00:00,692,366
Talbot St,1/31/2014 8:00:00,902,530
Talbot St,1/31/2014 9:00:00,467,379
Talbot St,1/31/2014 10:00:00,464,368
Talbot St,1/31/2014 11:00:00,417,420
Talbot St,1/31/2014 12:00:00,537,693
Talbot St,1/31/2014 13:00:00,613,979
Talbot St,1/31/2014 14:00:00,619,771
Talbot St,1/31/2014 15:00:00,446,744
Talbot St,1/31/2014 16:00:00,447,855
Talbot St,1/31/2014 17:00:00,1105,1207
Talbot St,1/31/2014 18:00:00,1130,1211
Talbot St,1/31/2014 19:00:00,748,932
Talbot St,1/31/2014 20:00:00,606,765
Talbot St,1/31/2014 21:00:00,473,508
Talbot St,1/31/2014 22:00:00,130,214
Talbot St,1/31/2014 23:00:00,105,168
Mary St,1/31/2014 0:00:00,42,28
Mary St,1/31/2014 1:00:00,14,20
Mary St,1/31/2014 2:00:00,14,5
Mary St,1/31/2014 3:00:00,18,12
Mary St,1/31/2014 4:00:00,5,3
Mary St,1/31/2014 5:00:00,36,20
Mary St,1/31/2014 6:00:00,58,49
Mary St,1/31/2014 7:00:00,179,102
Mary St,1/31/2014 8:00:00,310,233
Mary St,1/31/2014 9:00:00,381,279
Mary St,1/31/2014 10:00:00,650,457
Mary St,1/31/2014 11:00:00,859,738
Mary St,1/31/2014 12:00:00,1119,1091
Mary St,1/31/2014 13:00:00,1591,1484
Mary St,1/31/2014 14:00:00,1517,1249
Mary St,1/31/2014 15:00:00,1519,1454
Mary St,1/31/2014 16:00:00,1558,1479
Mary St,1/31/2014 17:00:00,1405,1367
Mary St,1/31/2014 18:00:00,1422,1151
Mary St,1/31/2014 19:00:00,662,576
Mary St,1/31/2014 20:00:00,364,296
Mary St,1/31/2014 21:00:00,163,147
Mary St,1/31/2014 22:00:00,89,146
Mary St,1/31/2014 23:00:00,69,64
Moore St,1/31/2014 0:00:00,38,58
Moore St,1/31/2014 1:00:00,35,30
Moore St,1/31/2014 2:00:00,28,35
Moore St,1/31/2014 3:00:00,41,40
Moore St,1/31/2014 4:00:00,61,38
Moore St,1/31/2014 5:00:00,222,44
Moore St,1/31/2014 6:00:00,313,85
Moore St,1/31/2014 7:00:00,349,147
Moore St,1/31/2014 8:00:00,419,286
Moore St,1/31/2014 9:00:00,524,437
Moore St,1/31/2014 10:00:00,779,743
Moore St,1/31/2014 11:00:00,1025,1041
Moore St,1/31/2014 12:00:00,1215,1328
Moore St,1/31/2014 13:00:00,1473,1619
Moore St,1/31/2014 14:00:00,1448,1542
Moore St,1/31/2014 15:00:00,1523,1542
Moore St,1/31/2014 16:00:00,1579,1639
Moore St,1/31/2014 17:00:00,1338,1524
Moore St,1/31/2014 18:00:00,1030,1198
Moore St,1/31/2014 19:00:00,700,806
Moore St,1/31/2014 20:00:00,411,555
Moore St,1/31/2014 21:00:00,218,249
Moore St,1/31/2014 22:00:00,165,139
Moore St,1/31/2014 23:00:00,155,122
Capel St at Mullen,1/31/2014 0:00:00,43,40
Capel St at Mullen,1/31/2014 1:00:00,13,26
Capel St at Mullen,1/31/2014 2:00:00,2,13
Capel St at Mullen,1/31/2014 3:00:00,2,19
Capel St at Mullen,1/31/2014 4:00:00,3,6
Capel St at Mullen,1/31/2014 5:00:00,5,3
Capel St at Mullen,1/31/2014 6:00:00,20,9
Capel St at Mullen,1/31/2014 7:00:00,53,43
Capel St at Mullen,1/31/2014 8:00:00,141,89
Capel St at Mullen,1/31/2014 9:00:00,134,127
Capel St at Mullen,1/31/2014 10:00:00,162,160
Capel St at Mullen,1/31/2014 11:00:00,191,175
Capel St at Mullen,1/31/2014 12:00:00,283,254
Capel St at Mullen,1/31/2014 13:00:00,388,381
Capel St at Mullen,1/31/2014 14:00:00,354,313
Capel St at Mullen,1/31/2014 15:00:00,360,306
Capel St at Mullen,1/31/2014 16:00:00,348,353
Capel St at Mullen,1/31/2014 17:00:00,308,349
Capel St at Mullen,1/31/2014 18:00:00,262,274
Capel St at Mullen,1/31/2014 19:00:00,251,212
Capel St at Mullen,1/31/2014 20:00:00,187,178
Capel St at Mullen,1/31/2014 21:00:00,101,90
Capel St at Mullen,1/31/2014 22:00:00,128,105
Capel St at Mullen,1/31/2014 23:00:00,113,105
Dame Court,1/31/2014 0:00:00,108,160
Dame Court,1/31/2014 1:00:00,89,125
Dame Court,1/31/2014 2:00:00,111,74
Dame Court,1/31/2014 3:00:00,145,95
Dame Court,1/31/2014 4:00:00,15,18
Dame Court,1/31/2014 5:00:00,13,14
Dame Court,1/31/2014 6:00:00,19,16
Dame Court,1/31/2014 7:00:00,74,55
Dame Court,1/31/2014 8:00:00,195,121
Dame Court,1/31/2014 9:00:00,114,114
Dame Court,1/31/2014 10:00:00,115,146
Dame Court,1/31/2014 11:00:00,161,166
Dame Court,1/31/2014 12:00:00,162,161
Dame Court,1/31/2014 13:00:00,232,313
Dame Court,1/31/2014 14:00:00,212,210
Dame Court,1/31/2014 15:00:00,206,231
Dame Court,1/31/2014 16:00:00,178,258
Dame Court,1/31/2014 17:00:00,256,355
Dame Court,1/31/2014 18:00:00,324,308
Dame Court,1/31/2014 19:00:00,216,296
Dame Court,1/31/2014 20:00:00,231,294
Dame Court,1/31/2014 21:00:00,197,291
Dame Court,1/31/2014 22:00:00,266,296
Dame Court,1/31/2014 23:00:00,291,396
Grafton St at Card Gallery,1/31/2014 0:00:00,508,712
Grafton St at Card Gallery,1/31/2014 1:00:00,395,278
Grafton St at Card Gallery,1/31/2014 2:00:00,594,200
Grafton St at Card Gallery,1/31/2014 3:00:00,966,274
Grafton St at Card Gallery,1/31/2014 4:00:00,146,90
Grafton St at Card Gallery,1/31/2014 5:00:00,90,109
Grafton St at Card Gallery,1/31/2014 6:00:00,163,275
Grafton St at Card Gallery,1/31/2014 7:00:00,406,919
Grafton St at Card Gallery,1/31/2014 8:00:00,1382,2488
Grafton St at Card Gallery,1/31/2014 9:00:00,1301,1486
Grafton St at Card Gallery,1/31/2014 10:00:00,1122,1448
Grafton St at Card Gallery,1/31/2014 11:00:00,1519,1588
Grafton St at Card Gallery,1/31/2014 12:00:00,2696,2395
Grafton St at Card Gallery,1/31/2014 13:00:00,3495,3290
Grafton St at Card Gallery,1/31/2014 14:00:00,3140,2857
Grafton St at Card Gallery,1/31/2014 15:00:00,3175,2901
Grafton St at Card Gallery,1/31/2014 16:00:00,3663,3284
Grafton St at Card Gallery,1/31/2014 17:00:00,4906,3551
Grafton St at Card Gallery,1/31/2014 18:00:00,3698,3200
Grafton St at Card Gallery,1/31/2014 19:00:00,2935,2565
Grafton St at Card Gallery,1/31/2014 20:00:00,1808,1779
Grafton St at Card Gallery,1/31/2014 21:00:00,1152,1075
Grafton St at Card Gallery,1/31/2014 22:00:00,1254,1151
Grafton St at Card Gallery,1/31/2014 23:00:00,1112,1024
Grafton St at M&S,1/31/2014 0:00:00,487,493
Grafton St at M&S,1/31/2014 1:00:00,341,207
Grafton St at M&S,1/31/2014 2:00:00,449,161
Grafton St at M&S,1/31/2014 3:00:00,884,220
Grafton St at M&S,1/31/2014 4:00:00,154,72
Grafton St at M&S,1/31/2014 5:00:00,68,99
Grafton St at M&S,1/31/2014 6:00:00,178,336
Grafton St at M&S,1/31/2014 7:00:00,460,1101
Grafton St at M&S,1/31/2014 8:00:00,1160,2241
Grafton St at M&S,1/31/2014 9:00:00,1297,1965
Grafton St at M&S,1/31/2014 10:00:00,906,1231
Grafton St at M&S,1/31/2014 11:00:00,1607,1750
Grafton St at M&S,1/31/2014 12:00:00,2684,2660
Grafton St at M&S,1/31/2014 13:00:00,3722,3635
Grafton St at M&S,1/31/2014 14:00:00,3321,3096
Grafton St at M&S,1/31/2014 15:00:00,3168,2872
Grafton St at M&S,1/31/2014 16:00:00,3433,3193
Grafton St at M&S,1/31/2014 17:00:00,3988,3023
Grafton St at M&S,1/31/2014 18:00:00,3195,2565
Grafton St at M&S,1/31/2014 19:00:00,2060,1750
Grafton St at M&S,1/31/2014 20:00:00,1243,1184
Grafton St at M&S,1/31/2014 21:00:00,771,739
Grafton St at M&S,1/31/2014 22:00:00,801,642
Grafton St at M&S,1/31/2014 23:00:00,781,679
O'Connell Street at Easons,1/31/2014 0:00:00,116,248
O'Connell Street at Easons,1/31/2014 1:00:00,57,186
O'Connell Street at Easons,1/31/2014 2:00:00,50,219
O'Connell Street at Easons,1/31/2014 3:00:00,38,271
O'Connell Street at Easons,1/31/2014 4:00:00,25,82
O'Connell Street at Easons,1/31/2014 5:00:00,67,50
O'Connell Street at Easons,1/31/2014 6:00:00,179,125
O'Connell Street at Easons,1/31/2014 7:00:00,377,340
O'Connell Street at Easons,1/31/2014 8:00:00,574,657
O'Connell Street at Easons,1/31/2014 9:00:00,582,725
O'Connell Street at Easons,1/31/2014 10:00:00,689,817
O'Connell Street at Easons,1/31/2014 11:00:00,872,932
O'Connell Street at Easons,1/31/2014 12:00:00,1140,1315
O'Connell Street at Easons,1/31/2014 13:00:00,1470,1650
O'Connell Street at Easons,1/31/2014 14:00:00,1395,1574
O'Connell Street at Easons,1/31/2014 15:00:00,1396,1641
O'Connell Street at Easons,1/31/2014 16:00:00,1576,1783
O'Connell Street at Easons,1/31/2014 17:00:00,1841,1990
O'Connell Street at Easons,1/31/2014 18:00:00,1517,1492
O'Connell Street at Easons,1/31/2014 19:00:00,1054,1113
O'Connell Street at Easons,1/31/2014 20:00:00,963,935
O'Connell Street at Easons,1/31/2014 21:00:00,547,788
O'Connell Street at Easons,1/31/2014 22:00:00,486,684
O'Connell Street at Easons,1/31/2014 23:00:00,331,544
Henry Street at Butlers,1/31/2014 0:00:00,127,80
Henry Street at Butlers,1/31/2014 1:00:00,59,33
Henry Street at Butlers,1/31/2014 2:00:00,17,25
Henry Street at Butlers,1/31/2014 3:00:00,40,29
Henry Street at Butlers,1/31/2014 4:00:00,22,34
Henry Street at Butlers,1/31/2014 5:00:00,75,74
Henry Street at Butlers,1/31/2014 6:00:00,101,153
Henry Street at Butlers,1/31/2014 7:00:00,211,449
Henry Street at Butlers,1/31/2014 8:00:00,416,1022
Henry Street at Butlers,1/31/2014 9:00:00,435,1205
Henry Street at Butlers,1/31/2014 10:00:00,674,1362
Henry Street at Butlers,1/31/2014 11:00:00,1062,1687
Henry Street at Butlers,1/31/2014 12:00:00,1601,2001
Henry Street at Butlers,1/31/2014 13:00:00,2215,2630
Henry Street at Butlers,1/31/2014 14:00:00,2109,2522
Henry Street at Butlers,1/31/2014 15:00:00,2138,2526
Henry Street at Butlers,1/31/2014 16:00:00,2447,2441
Henry Street at Butlers,1/31/2014 17:00:00,2519,2563
Henry Street at Butlers,1/31/2014 18:00:00,2152,1784
Henry Street at Butlers,1/31/2014 19:00:00,1562,915
Henry Street at Butlers,1/31/2014 20:00:00,711,559
Henry Street at Butlers,1/31/2014 21:00:00,373,303
Henry Street at Butlers,1/31/2014 22:00:00,193,152
Henry Street at Butlers,1/31/2014 23:00:00,143,90
South William St,1/31/2014 0:00:00,68,66
South William St,1/31/2014 1:00:00,53,43
South William St,1/31/2014 2:00:00,34,27
South William St,1/31/2014 3:00:00,42,8
South William St,1/31/2014 4:00:00,5,3
South William St,1/31/2014 5:00:00,3,6
South William St,1/31/2014 6:00:00,9,22
South William St,1/31/2014 7:00:00,40,99
