Zone,Times,InCount,OutCount,Type
Dame Court,31/12/2013 08:00:00,62,38,Actual
Dame Court,31/12/2013 09:00:00,65,68,Actual
Dame Court,31/12/2013 10:00:00,86,99,Actual
Dame Court,31/12/2013 11:00:00,98,90,Actual
Dame Court,31/12/2013 12:00:00,198,204,Actual
Dame Court,31/12/2013 13:00:00,209,218,Actual
Dame Court,31/12/2013 14:00:00,170,223,Actual
Dame Court,31/12/2013 15:00:00,257,243,Actual
Dame Court,31/12/2013 16:00:00,204,257,Actual
Dame Court,31/12/2013 17:00:00,257,257,Actual
Dame Court,31/12/2013 18:00:00,229,220,Actual
Dame Court,31/12/2013 19:00:00,778,1151,Actual
Dame Court,31/12/2013 20:00:00,846,1416,Actual
Dame Court,31/12/2013 21:00:00,1051,1491,Actual
Dame Court,31/12/2013 22:00:00,1099,1521,Actual
Dame Court,31/12/2013 23:00:00,1291,1966,Actual
Grafton St at Card Gallery,31/12/2013 00:00:00,449,558,Actual
Grafton St at Card Gallery,31/12/2013 01:00:00,255,216,Actual
Grafton St at Card Gallery,31/12/2013 02:00:00,386,217,Actual
Grafton St at Card Gallery,31/12/2013 03:00:00,163,134,Actual
Grafton St at Card Gallery,31/12/2013 04:00:00,104,84,Actual
Grafton St at Card Gallery,31/12/2013 05:00:00,30,67,Actual
Grafton St at Card Gallery,31/12/2013 06:00:00,55,305,Actual
Grafton St at Card Gallery,31/12/2013 07:00:00,246,708,Actual
Grafton St at Card Gallery,31/12/2013 08:00:00,447,1123,Actual
Grafton St at Card Gallery,31/12/2013 09:00:00,664,1081,Actual
Grafton St at Card Gallery,31/12/2013 10:00:00,1476,1656,Actual
Grafton St at Card Gallery,31/12/2013 11:00:00,2485,2426,Actual
Grafton St at Card Gallery,31/12/2013 12:00:00,3166,3211,Actual
Grafton St at Card Gallery,31/12/2013 13:00:00,3684,3675,Actual
Grafton St at Card Gallery,31/12/2013 14:00:00,3617,3668,Actual
Grafton St at Card Gallery,31/12/2013 15:00:00,3673,3784,Actual
Grafton St at Card Gallery,31/12/2013 16:00:00,3843,4247,Actual
Grafton St at Card Gallery,31/12/2013 17:00:00,3430,4692,Actual
Grafton St at Card Gallery,31/12/2013 18:00:00,2255,4775,Actual
Grafton St at Card Gallery,31/12/2013 19:00:00,2895,2374,Actual
Grafton St at Card Gallery,31/12/2013 20:00:00,3653,2224,Actual
Grafton St at Card Gallery,31/12/2013 21:00:00,2736,1998,Actual
Grafton St at Card Gallery,31/12/2013 22:00:00,3042,2486,Actual
Grafton St at Card Gallery,31/12/2013 23:00:00,3140,2373,Actual
Grafton St at M&S,31/12/2013 00:00:00,271,305,Actual
Grafton St at M&S,31/12/2013 01:00:00,194,135,Actual
Grafton St at M&S,31/12/2013 02:00:00,269,116,Actual
Grafton St at M&S,31/12/2013 03:00:00,130,72,Actual
Grafton St at M&S,31/12/2013 04:00:00,82,48,Actual
Grafton St at M&S,31/12/2013 05:00:00,16,49,Actual
Grafton St at M&S,31/12/2013 06:00:00,37,265,Actual
Grafton St at M&S,31/12/2013 07:00:00,110,364,Actual
Grafton St at M&S,31/12/2013 08:00:00,232,673,Actual
Grafton St at M&S,31/12/2013 09:00:00,350,567,Actual
Grafton St at M&S,31/12/2013 10:00:00,773,1062,Actual
Grafton St at M&S,31/12/2013 11:00:00,1556,1668,Actual
Grafton St at M&S,31/12/2013 12:00:00,1917,2026,Actual
Grafton St at M&S,31/12/2013 13:00:00,2325,2044,Actual
Grafton St at M&S,31/12/2013 14:00:00,1734,1802,Actual
Grafton St at M&S,31/12/2013 15:00:00,2158,2191,Actual
Grafton St at M&S,31/12/2013 16:00:00,2105,2118,Actual
Grafton St at M&S,31/12/2013 17:00:00,1503,2018,Actual
Grafton St at M&S,31/12/2013 18:00:00,833,2107,Actual
Grafton St at M&S,31/12/2013 19:00:00,1472,1253,Actual
Grafton St at M&S,31/12/2013 20:00:00,1605,1136,Actual
Grafton St at M&S,31/12/2013 21:00:00,1294,1085,Actual
Grafton St at M&S,31/12/2013 22:00:00,1603,1189,Actual
Grafton St at M&S,31/12/2013 23:00:00,2573,1776,Actual
O'Connell Street at Easons,31/12/2013 00:00:00,95,338,Actual
O'Connell Street at Easons,31/12/2013 01:00:00,32,203,Actual
O'Connell Street at Easons,31/12/2013 02:00:00,21,184,Actual
O'Connell Street at Easons,31/12/2013 03:00:00,13,157,Actual
O'Connell Street at Easons,31/12/2013 04:00:00,13,80,Actual
O'Connell Street at Easons,31/12/2013 05:00:00,33,22,Actual
O'Connell Street at Easons,31/12/2013 06:00:00,161,88,Actual
O'Connell Street at Easons,31/12/2013 07:00:00,249,243,Actual
O'Connell Street at Easons,31/12/2013 08:00:00,330,388,Actual
O'Connell Street at Easons,31/12/2013 09:00:00,462,602,Actual
O'Connell Street at Easons,31/12/2013 10:00:00,780,980,Actual
O'Connell Street at Easons,31/12/2013 11:00:00,1063,1230,Actual
O'Connell Street at Easons,31/12/2013 12:00:00,1332,1539,Actual
O'Connell Street at Easons,31/12/2013 13:00:00,1464,1710,Actual
O'Connell Street at Easons,31/12/2013 14:00:00,1393,1700,Actual
O'Connell Street at Easons,31/12/2013 15:00:00,1550,1846,Actual
O'Connell Street at Easons,31/12/2013 16:00:00,1508,2012,Actual
O'Connell Street at Easons,31/12/2013 17:00:00,1578,1801,Actual
O'Connell Street at Easons,31/12/2013 18:00:00,1312,1180,Actual
O'Connell Street at Easons,31/12/2013 19:00:00,984,916,Actual
O'Connell Street at Easons,31/12/2013 20:00:00,896,961,Actual
O'Connell Street at Easons,31/12/2013 21:00:00,916,684,Actual
O'Connell Street at Easons,31/12/2013 22:00:00,969,628,Actual
O'Connell Street at Easons,31/12/2013 23:00:00,774,532,Actual
Henry Street at Butlers,31/12/2013 00:00:00,95,338,Actual
Henry Street at Butlers,31/12/2013 01:00:00,32,203,Actual
Henry Street at Butlers,31/12/2013 02:00:00,21,184,Actual
Henry Street at Butlers,31/12/2013 03:00:00,13,157,Actual
Henry Street at Butlers,31/12/2013 04:00:00,13,80,Actual
Henry Street at Butlers,31/12/2013 05:00:00,33,22,Actual
Henry Street at Butlers,31/12/2013 06:00:00,161,88,Actual
Henry Street at Butlers,31/12/2013 07:00:00,249,243,Actual
Henry Street at Butlers,31/12/2013 08:00:00,330,388,Actual
Henry Street at Butlers,31/12/2013 09:00:00,462,602,Actual
Henry Street at Butlers,31/12/2013 10:00:00,780,980,Actual
Henry Street at Butlers,31/12/2013 11:00:00,1063,1230,Actual
Henry Street at Butlers,31/12/2013 12:00:00,1332,1539,Actual
Henry Street at Butlers,31/12/2013 13:00:00,1464,1710,Actual
Henry Street at Butlers,31/12/2013 14:00:00,1393,1700,Actual
Henry Street at Butlers,31/12/2013 15:00:00,1550,1846,Actual
Henry Street at Butlers,31/12/2013 16:00:00,1508,2012,Actual
Henry Street at Butlers,31/12/2013 17:00:00,1578,1801,Actual
Henry Street at Butlers,31/12/2013 18:00:00,1312,1180,Actual
Henry Street at Butlers,31/12/2013 19:00:00,984,916,Actual
Henry Street at Butlers,31/12/2013 20:00:00,896,961,Actual
Henry Street at Butlers,31/12/2013 21:00:00,916,684,Actual
Henry Street at Butlers,31/12/2013 22:00:00,969,628,Actual
Henry Street at Butlers,31/12/2013 23:00:00,774,532,Actual
South William St,31/12/2013 00:00:00,52,40,Actual
South William St,31/12/2013 01:00:00,34,10,Actual
South William St,31/12/2013 02:00:00,18,9,Actual
South William St,31/12/2013 03:00:00,6,5,Actual
South William St,31/12/2013 04:00:00,3,3,Actual
South William St,31/12/2013 05:00:00,0,2,Actual
South William St,31/12/2013 06:00:00,1,5,Actual
South William St,31/12/2013 07:00:00,14,42,Actual
South William St,31/12/2013 08:00:00,49,85,Actual
South William St,31/12/2013 09:00:00,50,98,Actual
South William St,31/12/2013 10:00:00,95,115,Actual
South William St,31/12/2013 11:00:00,220,284,Actual
South William St,31/12/2013 12:00:00,289,373,Actual
South William St,31/12/2013 13:00:00,340,372,Actual
South William St,31/12/2013 14:00:00,354,365,Actual
South William St,31/12/2013 15:00:00,358,409,Actual
South William St,31/12/2013 16:00:00,310,372,Actual
South William St,31/12/2013 17:00:00,284,248,Actual
South William St,31/12/2013 18:00:00,258,273,Actual
South William St,31/12/2013 19:00:00,372,197,Actual
South William St,31/12/2013 20:00:00,245,258,Actual
South William St,31/12/2013 21:00:00,257,207,Actual
South William St,31/12/2013 22:00:00,221,320,Actual
South William St,31/12/2013 23:00:00,209,265,Actual
Dublin BID,01/01/2014 00:00:00,54,89,Actual
Dublin BID,01/01/2014 01:00:00,19,36,Actual
Dublin BID,01/01/2014 02:00:00,5,28,Actual
Dublin BID,01/01/2014 03:00:00,5,18,Actual
Dublin BID,01/01/2014 04:00:00,5,16,Actual
Dublin BID,01/01/2014 05:00:00,16,9,Actual
Dublin BID,01/01/2014 06:00:00,89,28,Actual
Dublin BID,01/01/2014 07:00:00,353,169,Actual
Dublin BID,01/01/2014 08:00:00,495,261,Actual
Dublin BID,01/01/2014 09:00:00,466,358,Actual
Dublin BID,01/01/2014 10:00:00,544,435,Actual
Dublin BID,01/01/2014 11:00:00,599,495,Actual
Dublin BID,01/01/2014 12:00:00,704,593,Actual
Dublin BID,01/01/2014 13:00:00,833,683,Actual
Dublin BID,01/01/2014 14:00:00,836,695,Actual
Dublin BID,01/01/2014 15:00:00,800,609,Actual
Dublin BID,01/01/2014 16:00:00,877,641,Actual
Dublin BID,01/01/2014 17:00:00,865,675,Actual
Dublin BID,01/01/2014 18:00:00,957,664,Actual
Dublin BID,01/01/2014 19:00:00,577,456,Actual
Dublin BID,01/01/2014 20:00:00,384,321,Actual
Dublin BID,01/01/2014 21:00:00,259,251,Actual
Dublin BID,01/01/2014 22:00:00,247,227,Actual
Dublin BID,01/01/2014 23:00:00,134,138,Actual
South King St,01/01/2014 00:00:00,438,363,Actual
South King St,01/01/2014 01:00:00,407,279,Actual
South King St,01/01/2014 02:00:00,442,244,Actual
South King St,01/01/2014 03:00:00,277,198,Actual
South King St,01/01/2014 04:00:00,124,152,Actual
South King St,01/01/2014 05:00:00,26,50,Actual
South King St,01/01/2014 06:00:00,20,24,Actual
South King St,01/01/2014 07:00:00,33,33,Actual
South King St,01/01/2014 08:00:00,68,40,Actual
South King St,01/01/2014 09:00:00,76,48,Actual
South King St,01/01/2014 10:00:00,86,86,Actual
South King St,01/01/2014 11:00:00,238,137,Actual
South King St,01/01/2014 12:00:00,634,414,Actual
South King St,01/01/2014 13:00:00,734,654,Actual
South King St,01/01/2014 14:00:00,612,665,Actual
South King St,01/01/2014 15:00:00,818,823,Actual
South King St,01/01/2014 16:00:00,779,1169,Actual
South King St,01/01/2014 17:00:00,741,825,Actual
South King St,01/01/2014 18:00:00,546,507,Actual
South King St,01/01/2014 19:00:00,218,402,Actual
South King St,01/01/2014 20:00:00,151,272,Actual
South King St,01/01/2014 21:00:00,133,508,Actual
South King St,01/01/2014 22:00:00,84,78,Actual
South King St,01/01/2014 23:00:00,69,78,Actual
South Great Georges,01/01/2014 00:00:00,352,926,Actual
South Great Georges,01/01/2014 01:00:00,421,833,Actual
South Great Georges,01/01/2014 02:00:00,494,740,Actual
South Great Georges,01/01/2014 03:00:00,313,593,Actual
South Great Georges,01/01/2014 04:00:00,129,281,Actual
South Great Georges,01/01/2014 05:00:00,62,59,Actual
South Great Georges,01/01/2014 06:00:00,36,31,Actual
South Great Georges,01/01/2014 07:00:00,47,38,Actual
South Great Georges,01/01/2014 08:00:00,31,31,Actual
South Great Georges,01/01/2014 09:00:00,35,35,Actual
South Great Georges,01/01/2014 10:00:00,80,88,Actual
South Great Georges,01/01/2014 11:00:00,126,63,Actual
South Great Georges,01/01/2014 12:00:00,156,143,Actual
South Great Georges,01/01/2014 13:00:00,272,266,Actual
South Great Georges,01/01/2014 14:00:00,344,349,Actual
South Great Georges,01/01/2014 15:00:00,384,474,Actual
South Great Georges,01/01/2014 16:00:00,312,525,Actual
South Great Georges,01/01/2014 17:00:00,307,536,Actual
South Great Georges,01/01/2014 18:00:00,280,454,Actual
South Great Georges,01/01/2014 19:00:00,260,318,Actual
South Great Georges,01/01/2014 20:00:00,214,289,Actual
South Great Georges,01/01/2014 21:00:00,166,171,Actual
South Great Georges,01/01/2014 22:00:00,143,219,Actual
South Great Georges,01/01/2014 23:00:00,126,180,Actual
Talbot St,01/01/2014 00:00:00,78,296,Actual
Talbot St,01/01/2014 01:00:00,77,329,Actual
Talbot St,01/01/2014 02:00:00,36,233,Actual
Talbot St,01/01/2014 03:00:00,39,253,Actual
Talbot St,01/01/2014 04:00:00,23,151,Actual
Talbot St,01/01/2014 05:00:00,22,56,Actual
Talbot St,01/01/2014 06:00:00,14,28,Actual
Talbot St,01/01/2014 07:00:00,27,22,Actual
Talbot St,01/01/2014 08:00:00,56,25,Actual
Talbot St,01/01/2014 09:00:00,88,55,Actual
Talbot St,01/01/2014 10:00:00,162,63,Actual
Talbot St,01/01/2014 11:00:00,183,92,Actual
Talbot St,01/01/2014 12:00:00,231,272,Actual
Talbot St,01/01/2014 13:00:00,287,288,Actual
Talbot St,01/01/2014 14:00:00,282,357,Actual
Talbot St,01/01/2014 15:00:00,252,423,Actual
Talbot St,01/01/2014 16:00:00,460,756,Actual
Talbot St,01/01/2014 17:00:00,560,912,Actual
Talbot St,01/01/2014 18:00:00,621,826,Actual
Talbot St,01/01/2014 19:00:00,441,538,Actual
Talbot St,01/01/2014 20:00:00,199,236,Actual
Talbot St,01/01/2014 21:00:00,90,206,Actual
Talbot St,01/01/2014 22:00:00,84,206,Actual
Talbot St,01/01/2014 23:00:00,47,144,Actual
Mary St,01/01/2014 00:00:00,126,61,Actual
Mary St,01/01/2014 01:00:00,78,80,Actual
Mary St,01/01/2014 02:00:00,76,62,Actual
Mary St,01/01/2014 03:00:00,123,44,Actual
Mary St,01/01/2014 04:00:00,56,24,Actual
Mary St,01/01/2014 05:00:00,26,14,Actual
Mary St,01/01/2014 06:00:00,26,23,Actual
Mary St,01/01/2014 07:00:00,9,28,Actual
Mary St,01/01/2014 08:00:00,19,32,Actual
Mary St,01/01/2014 09:00:00,30,42,Actual
Mary St,01/01/2014 10:00:00,96,108,Actual
Mary St,01/01/2014 11:00:00,241,197,Actual
Mary St,01/01/2014 12:00:00,526,473,Actual
Mary St,01/01/2014 13:00:00,791,701,Actual
Mary St,01/01/2014 14:00:00,999,923,Actual
Mary St,01/01/2014 15:00:00,1051,972,Actual
Mary St,01/01/2014 16:00:00,954,840,Actual
Mary St,01/01/2014 17:00:00,798,727,Actual
Mary St,01/01/2014 18:00:00,449,262,Actual
Mary St,01/01/2014 19:00:00,168,204,Actual
Mary St,01/01/2014 20:00:00,168,154,Actual
Mary St,01/01/2014 21:00:00,86,64,Actual
Mary St,01/01/2014 22:00:00,60,53,Actual
Mary St,01/01/2014 23:00:00,33,38,Actual
Moore St,01/01/2014 00:00:00,84,156,Actual
Moore St,01/01/2014 01:00:00,63,146,Actual
Moore St,01/01/2014 02:00:00,65,126,Actual
Moore St,01/01/2014 03:00:00,81,202,Actual
Moore St,01/01/2014 04:00:00,47,104,Actual
Moore St,01/01/2014 05:00:00,34,35,Actual
Moore St,01/01/2014 06:00:00,65,23,Actual
Moore St,01/01/2014 07:00:00,12,21,Actual
Moore St,01/01/2014 08:00:00,29,21,Actual
Moore St,01/01/2014 09:00:00,51,39,Actual
Moore St,01/01/2014 10:00:00,140,67,Actual
Moore St,01/01/2014 11:00:00,243,145,Actual
Moore St,01/01/2014 12:00:00,411,316,Actual
Moore St,01/01/2014 13:00:00,540,429,Actual
Moore St,01/01/2014 14:00:00,660,638,Actual
Moore St,01/01/2014 15:00:00,674,745,Actual
Moore St,01/01/2014 16:00:00,575,648,Actual
Moore St,01/01/2014 17:00:00,398,587,Actual
Moore St,01/01/2014 18:00:00,207,317,Actual
Moore St,01/01/2014 19:00:00,144,164,Actual
Moore St,01/01/2014 20:00:00,131,76,Actual
Moore St,01/01/2014 21:00:00,85,43,Actual
Moore St,01/01/2014 22:00:00,43,51,Actual
Moore St,01/01/2014 23:00:00,47,53,Actual
Capel St at Mullen,01/01/2014 00:00:00,36,103,Actual
Capel St at Mullen,01/01/2014 01:00:00,39,79,Actual
Capel St at Mullen,01/01/2014 02:00:00,27,120,Actual
Capel St at Mullen,01/01/2014 03:00:00,49,220,Actual
Capel St at Mullen,01/01/2014 04:00:00,61,153,Actual
Capel St at Mullen,01/01/2014 05:00:00,25,38,Actual
Capel St at Mullen,01/01/2014 06:00:00,31,31,Actual
Capel St at Mullen,01/01/2014 07:00:00,17,22,Actual
Capel St at Mullen,01/01/2014 08:00:00,12,11,Actual
Capel St at Mullen,01/01/2014 09:00:00,23,15,Actual
Capel St at Mullen,01/01/2014 10:00:00,30,34,Actual
Capel St at Mullen,01/01/2014 11:00:00,47,65,Actual
Capel St at Mullen,01/01/2014 12:00:00,103,74,Actual
Capel St at Mullen,01/01/2014 13:00:00,130,109,Actual
Capel St at Mullen,01/01/2014 14:00:00,207,131,Actual
Capel St at Mullen,01/01/2014 15:00:00,199,167,Actual
Capel St at Mullen,01/01/2014 16:00:00,144,143,Actual
Capel St at Mullen,01/01/2014 17:00:00,176,186,Actual
Capel St at Mullen,01/01/2014 18:00:00,141,141,Actual
Capel St at Mullen,01/01/2014 19:00:00,92,119,Actual
Capel St at Mullen,01/01/2014 20:00:00,102,82,Actual
Capel St at Mullen,01/01/2014 21:00:00,66,74,Actual
Capel St at Mullen,01/01/2014 22:00:00,62,65,Actual
Capel St at Mullen,01/01/2014 23:00:00,48,30,Actual
Dame Court,01/01/2014 00:00:00,1426,1510,Actual
Dame Court,01/01/2014 01:00:00,872,1128,Actual
Dame Court,01/01/2014 02:00:00,481,676,Actual
Dame Court,01/01/2014 03:00:00,300,382,Actual
Dame Court,01/01/2014 04:00:00,98,99,Actual
Dame Court,01/01/2014 05:00:00,44,41,Actual
Dame Court,01/01/2014 06:00:00,16,38,Actual
Dame Court,01/01/2014 07:00:00,11,16,Actual
Dame Court,01/01/2014 08:00:00,10,12,Actual
Dame Court,01/01/2014 09:00:00,139,144,Actual
Dame Court,01/01/2014 10:00:00,268,297,Actual
Dame Court,01/01/2014 11:00:00,790,354,Actual
Dame Court,01/01/2014 12:00:00,1038,1188,Actual
Dame Court,01/01/2014 13:00:00,827,1064,Actual
Dame Court,01/01/2014 14:00:00,1125,1185,Actual
Dame Court,01/01/2014 15:00:00,819,937,Actual
Dame Court,01/01/2014 16:00:00,480,316,Actual
Dame Court,01/01/2014 17:00:00,115,169,Actual
Dame Court,01/01/2014 18:00:00,107,121,Actual
Dame Court,01/01/2014 19:00:00,107,104,Actual
Dame Court,01/01/2014 20:00:00,97,85,Actual
Dame Court,01/01/2014 21:00:00,63,75,Actual
Dame Court,01/01/2014 22:00:00,69,112,Actual
Dame Court,01/01/2014 23:00:00,41,80,Actual
Grafton St at Card Gallery,01/01/2014 00:00:00,1858,2573,Actual
Grafton St at Card Gallery,01/01/2014 01:00:00,1452,1691,Actual
Grafton St at Card Gallery,01/01/2014 02:00:00,1780,1758,Actual
Grafton St at Card Gallery,01/01/2014 03:00:00,1903,1462,Actual
Grafton St at Card Gallery,01/01/2014 04:00:00,1207,702,Actual
Grafton St at Card Gallery,01/01/2014 05:00:00,278,182,Actual
Grafton St at Card Gallery,01/01/2014 06:00:00,129,97,Actual
Grafton St at Card Gallery,01/01/2014 07:00:00,92,104,Actual
Grafton St at Card Gallery,01/01/2014 08:00:00,125,152,Actual
Grafton St at Card Gallery,01/01/2014 09:00:00,175,256,Actual
Grafton St at Card Gallery,01/01/2014 10:00:00,354,416,Actual
Grafton St at Card Gallery,01/01/2014 11:00:00,699,552,Actual
Grafton St at Card Gallery,01/01/2014 12:00:00,1428,1217,Actual
Grafton St at Card Gallery,01/01/2014 13:00:00,1764,1687,Actual
Grafton St at Card Gallery,01/01/2014 14:00:00,2279,2097,Actual
Grafton St at Card Gallery,01/01/2014 15:00:00,2287,2343,Actual
Grafton St at Card Gallery,01/01/2014 16:00:00,2530,2675,Actual
Grafton St at Card Gallery,01/01/2014 17:00:00,2034,2760,Actual
Grafton St at Card Gallery,01/01/2014 18:00:00,1579,1720,Actual
Grafton St at Card Gallery,01/01/2014 19:00:00,1168,1219,Actual
Grafton St at Card Gallery,01/01/2014 20:00:00,833,923,Actual
Grafton St at Card Gallery,01/01/2014 21:00:00,733,779,Actual
Grafton St at Card Gallery,01/01/2014 22:00:00,441,671,Actual
Grafton St at Card Gallery,01/01/2014 23:00:00,329,369,Actual
Grafton St at M&S,01/01/2014 00:00:00,1252,2248,Actual
Grafton St at M&S,01/01/2014 01:00:00,1261,1534,Actual
Grafton St at M&S,01/01/2014 02:00:00,1421,1086,Actual
Grafton St at M&S,01/01/2014 03:00:00,1665,1172,Actual
Grafton St at M&S,01/01/2014 04:00:00,1093,587,Actual
Grafton St at M&S,01/01/2014 05:00:00,301,152,Actual
Grafton St at M&S,01/01/2014 06:00:00,160,99,Actual
Grafton St at M&S,01/01/2014 07:00:00,93,125,Actual
Grafton St at M&S,01/01/2014 08:00:00,125,190,Actual
Grafton St at M&S,01/01/2014 09:00:00,160,248,Actual
Grafton St at M&S,01/01/2014 10:00:00,303,507,Actual
Grafton St at M&S,01/01/2014 11:00:00,693,670,Actual
Grafton St at M&S,01/01/2014 12:00:00,1308,1336,Actual
Grafton St at M&S,01/01/2014 13:00:00,1898,1771,Actual
Grafton St at M&S,01/01/2014 14:00:00,2247,2073,Actual
Grafton St at M&S,01/01/2014 15:00:00,2375,2312,Actual
Grafton St at M&S,01/01/2014 16:00:00,2508,2421,Actual
Grafton St at M&S,01/01/2014 17:00:00,1957,2177,Actual
Grafton St at M&S,01/01/2014 18:00:00,1461,1354,Actual
Grafton St at M&S,01/01/2014 19:00:00,1008,862,Actual
Grafton St at M&S,01/01/2014 20:00:00,667,692,Actual
Grafton St at M&S,01/01/2014 21:00:00,655,554,Actual
Grafton St at M&S,01/01/2014 22:00:00,435,462,Actual
Grafton St at M&S,01/01/2014 23:00:00,264,248,Actual
O'Connell Street at Easons,01/01/2014 00:00:00,238,1318,Actual
O'Connell Street at Easons,01/01/2014 01:00:00,262,1247,Actual
O'Connell Street at Easons,01/01/2014 02:00:00,236,1125,Actual
O'Connell Street at Easons,01/01/2014 03:00:00,261,1437,Actual
