Zone,Times,InCount,OutCount,Type
Grafton St at M&S,07/01/2014 11:00:00,1782,1837,Actual
Grafton St at M&S,07/01/2014 12:00:00,2552,2482,Actual
Grafton St at M&S,07/01/2014 13:00:00,4090,3707,Actual
Grafton St at M&S,07/01/2014 14:00:00,3047,2802,Actual
Grafton St at M&S,07/01/2014 15:00:00,2372,2119,Actual
Grafton St at M&S,07/01/2014 16:00:00,2833,2504,Actual
Grafton St at M&S,07/01/2014 17:00:00,3735,2916,Actual
Grafton St at M&S,07/01/2014 18:00:00,2891,2337,Actual
Grafton St at M&S,07/01/2014 19:00:00,1503,1182,Actual
Grafton St at M&S,07/01/2014 20:00:00,880,749,Actual
Grafton St at M&S,07/01/2014 21:00:00,681,555,Actual
Grafton St at M&S,07/01/2014 22:00:00,631,449,Actual
Grafton St at M&S,07/01/2014 23:00:00,379,356,Actual
O'Connell Street at Easons,07/01/2014 00:00:00,18,125,Actual
O'Connell Street at Easons,07/01/2014 01:00:00,15,63,Actual
O'Connell Street at Easons,07/01/2014 02:00:00,14,56,Actual
O'Connell Street at Easons,07/01/2014 03:00:00,19,57,Actual
O'Connell Street at Easons,07/01/2014 04:00:00,21,24,Actual
O'Connell Street at Easons,07/01/2014 05:00:00,70,28,Actual
O'Connell Street at Easons,07/01/2014 06:00:00,189,94,Actual
O'Connell Street at Easons,07/01/2014 07:00:00,398,306,Actual
O'Connell Street at Easons,07/01/2014 08:00:00,625,639,Actual
O'Connell Street at Easons,07/01/2014 09:00:00,573,736,Actual
O'Connell Street at Easons,07/01/2014 10:00:00,706,932,Actual
O'Connell Street at Easons,07/01/2014 11:00:00,926,1100,Actual
O'Connell Street at Easons,07/01/2014 12:00:00,1109,1295,Actual
O'Connell Street at Easons,07/01/2014 13:00:00,1505,1758,Actual
O'Connell Street at Easons,07/01/2014 14:00:00,1345,1514,Actual
O'Connell Street at Easons,07/01/2014 15:00:00,1216,1412,Actual
O'Connell Street at Easons,07/01/2014 16:00:00,1385,1450,Actual
O'Connell Street at Easons,07/01/2014 17:00:00,1671,1671,Actual
O'Connell Street at Easons,07/01/2014 18:00:00,1252,1412,Actual
O'Connell Street at Easons,07/01/2014 19:00:00,873,944,Actual
O'Connell Street at Easons,07/01/2014 20:00:00,483,582,Actual
O'Connell Street at Easons,07/01/2014 21:00:00,342,525,Actual
O'Connell Street at Easons,07/01/2014 22:00:00,261,464,Actual
O'Connell Street at Easons,07/01/2014 23:00:00,138,343,Actual
Henry Street at Butlers,07/01/2014 00:00:00,30,20,Actual
Henry Street at Butlers,07/01/2014 01:00:00,36,18,Actual
Henry Street at Butlers,07/01/2014 02:00:00,17,13,Actual
Henry Street at Butlers,07/01/2014 03:00:00,38,26,Actual
Henry Street at Butlers,07/01/2014 04:00:00,39,42,Actual
Henry Street at Butlers,07/01/2014 05:00:00,79,43,Actual
Henry Street at Butlers,07/01/2014 06:00:00,141,132,Actual
Henry Street at Butlers,07/01/2014 07:00:00,190,404,Actual
Henry Street at Butlers,07/01/2014 08:00:00,396,1001,Actual
Henry Street at Butlers,07/01/2014 09:00:00,545,1331,Actual
Henry Street at Butlers,07/01/2014 10:00:00,1094,2180,Actual
Henry Street at Butlers,07/01/2014 11:00:00,1415,1997,Actual
Henry Street at Butlers,07/01/2014 12:00:00,1837,2370,Actual
Henry Street at Butlers,07/01/2014 13:00:00,2620,2873,Actual
Henry Street at Butlers,07/01/2014 14:00:00,2304,2303,Actual
Henry Street at Butlers,07/01/2014 15:00:00,1948,2077,Actual
Henry Street at Butlers,07/01/2014 16:00:00,2177,2048,Actual
Henry Street at Butlers,07/01/2014 17:00:00,2246,1961,Actual
Henry Street at Butlers,07/01/2014 18:00:00,1775,1342,Actual
Henry Street at Butlers,07/01/2014 19:00:00,995,666,Actual
Henry Street at Butlers,07/01/2014 20:00:00,368,315,Actual
Henry Street at Butlers,07/01/2014 21:00:00,192,161,Actual
Henry Street at Butlers,07/01/2014 22:00:00,157,137,Actual
Henry Street at Butlers,07/01/2014 23:00:00,125,74,Actual
South William St,07/01/2014 00:00:00,11,18,Actual
South William St,07/01/2014 01:00:00,13,14,Actual
South William St,07/01/2014 02:00:00,6,7,Actual
South William St,07/01/2014 03:00:00,2,6,Actual
South William St,07/01/2014 04:00:00,1,4,Actual
South William St,07/01/2014 05:00:00,1,1,Actual
South William St,07/01/2014 06:00:00,7,28,Actual
South William St,07/01/2014 07:00:00,33,98,Actual
South William St,07/01/2014 08:00:00,95,243,Actual
South William St,07/01/2014 09:00:00,80,175,Actual
South William St,07/01/2014 10:00:00,108,153,Actual
South William St,07/01/2014 11:00:00,127,196,Actual
South William St,07/01/2014 12:00:00,196,247,Actual
South William St,07/01/2014 13:00:00,353,420,Actual
South William St,07/01/2014 14:00:00,253,296,Actual
South William St,07/01/2014 15:00:00,214,216,Actual
South William St,07/01/2014 16:00:00,206,239,Actual
South William St,07/01/2014 17:00:00,295,316,Actual
South William St,07/01/2014 18:00:00,226,232,Actual
South William St,07/01/2014 19:00:00,176,138,Actual
South William St,07/01/2014 20:00:00,126,104,Actual
South William St,07/01/2014 21:00:00,100,42,Actual
South William St,07/01/2014 22:00:00,64,46,Actual
South William St,07/01/2014 23:00:00,54,59,Actual
Dublin BID,08/01/2014 00:00:00,111,157,Actual
Dublin BID,08/01/2014 01:00:00,39,64,Actual
Dublin BID,08/01/2014 02:00:00,10,49,Actual
Dublin BID,08/01/2014 03:00:00,10,32,Actual
Dublin BID,08/01/2014 04:00:00,10,27,Actual
Dublin BID,08/01/2014 05:00:00,33,16,Actual
Dublin BID,08/01/2014 06:00:00,183,49,Actual
Dublin BID,08/01/2014 07:00:00,726,300,Actual
Dublin BID,08/01/2014 08:00:00,1020,463,Actual
Dublin BID,08/01/2014 09:00:00,959,636,Actual
Dublin BID,08/01/2014 10:00:00,1121,771,Actual
Dublin BID,08/01/2014 11:00:00,1234,878,Actual
Dublin BID,08/01/2014 12:00:00,1450,1051,Actual
Dublin BID,08/01/2014 13:00:00,1715,1211,Actual
Dublin BID,08/01/2014 14:00:00,1723,1233,Actual
Dublin BID,08/01/2014 15:00:00,1648,1080,Actual
Dublin BID,08/01/2014 16:00:00,1806,1138,Actual
Dublin BID,08/01/2014 17:00:00,1781,1197,Actual
Dublin BID,08/01/2014 18:00:00,1972,1178,Actual
Dublin BID,08/01/2014 19:00:00,1188,808,Actual
Dublin BID,08/01/2014 20:00:00,789,569,Actual
Dublin BID,08/01/2014 21:00:00,533,445,Actual
Dublin BID,08/01/2014 22:00:00,508,403,Actual
Dublin BID,08/01/2014 23:00:00,277,245,Actual
South King St,08/01/2014 00:00:00,38,70,Actual
South King St,08/01/2014 01:00:00,21,28,Actual
South King St,08/01/2014 02:00:00,3,12,Actual
South King St,08/01/2014 03:00:00,2,7,Actual
South King St,08/01/2014 04:00:00,6,9,Actual
South King St,08/01/2014 05:00:00,19,7,Actual
South King St,08/01/2014 06:00:00,92,69,Actual
South King St,08/01/2014 07:00:00,272,191,Actual
South King St,08/01/2014 08:00:00,644,708,Actual
South King St,08/01/2014 09:00:00,385,479,Actual
South King St,08/01/2014 10:00:00,377,389,Actual
South King St,08/01/2014 11:00:00,496,469,Actual
South King St,08/01/2014 12:00:00,711,809,Actual
South King St,08/01/2014 13:00:00,1347,1217,Actual
South King St,08/01/2014 14:00:00,799,747,Actual
South King St,08/01/2014 15:00:00,741,621,Actual
South King St,08/01/2014 16:00:00,826,827,Actual
South King St,08/01/2014 17:00:00,1225,1187,Actual
South King St,08/01/2014 18:00:00,847,684,Actual
South King St,08/01/2014 19:00:00,406,412,Actual
South King St,08/01/2014 20:00:00,278,264,Actual
South King St,08/01/2014 21:00:00,223,491,Actual
South King St,08/01/2014 22:00:00,169,139,Actual
South King St,08/01/2014 23:00:00,105,100,Actual
South Great Georges,08/01/2014 00:00:00,70,61,Actual
South Great Georges,08/01/2014 01:00:00,33,34,Actual
South Great Georges,08/01/2014 02:00:00,20,14,Actual
South Great Georges,08/01/2014 03:00:00,13,9,Actual
South Great Georges,08/01/2014 04:00:00,23,5,Actual
South Great Georges,08/01/2014 05:00:00,7,17,Actual
South Great Georges,08/01/2014 06:00:00,32,32,Actual
South Great Georges,08/01/2014 07:00:00,92,170,Actual
South Great Georges,08/01/2014 08:00:00,252,435,Actual
South Great Georges,08/01/2014 09:00:00,263,333,Actual
South Great Georges,08/01/2014 10:00:00,266,297,Actual
South Great Georges,08/01/2014 11:00:00,322,347,Actual
South Great Georges,08/01/2014 12:00:00,570,513,Actual
South Great Georges,08/01/2014 13:00:00,689,769,Actual
South Great Georges,08/01/2014 14:00:00,572,646,Actual
South Great Georges,08/01/2014 15:00:00,591,588,Actual
South Great Georges,08/01/2014 16:00:00,565,638,Actual
South Great Georges,08/01/2014 17:00:00,665,702,Actual
South Great Georges,08/01/2014 18:00:00,561,784,Actual
South Great Georges,08/01/2014 19:00:00,435,588,Actual
South Great Georges,08/01/2014 20:00:00,312,463,Actual
South Great Georges,08/01/2014 21:00:00,233,373,Actual
South Great Georges,08/01/2014 22:00:00,120,245,Actual
South Great Georges,08/01/2014 23:00:00,148,142,Actual
Talbot St,08/01/2014 00:00:00,18,54,Actual
Talbot St,08/01/2014 01:00:00,9,19,Actual
Talbot St,08/01/2014 02:00:00,6,21,Actual
Talbot St,08/01/2014 03:00:00,3,21,Actual
Talbot St,08/01/2014 04:00:00,7,16,Actual
Talbot St,08/01/2014 05:00:00,21,8,Actual
Talbot St,08/01/2014 06:00:00,102,60,Actual
Talbot St,08/01/2014 07:00:00,631,354,Actual
Talbot St,08/01/2014 08:00:00,971,533,Actual
Talbot St,08/01/2014 09:00:00,434,332,Actual
Talbot St,08/01/2014 10:00:00,392,336,Actual
Talbot St,08/01/2014 11:00:00,419,401,Actual
Talbot St,08/01/2014 12:00:00,505,573,Actual
Talbot St,08/01/2014 13:00:00,567,819,Actual
Talbot St,08/01/2014 14:00:00,527,767,Actual
Talbot St,08/01/2014 15:00:00,454,662,Actual
Talbot St,08/01/2014 16:00:00,884,1102,Actual
Talbot St,08/01/2014 17:00:00,1119,1183,Actual
Talbot St,08/01/2014 18:00:00,775,1153,Actual
Talbot St,08/01/2014 19:00:00,576,666,Actual
Talbot St,08/01/2014 20:00:00,380,538,Actual
Talbot St,08/01/2014 21:00:00,289,299,Actual
Talbot St,08/01/2014 22:00:00,57,117,Actual
Talbot St,08/01/2014 23:00:00,37,89,Actual
Mary St,08/01/2014 00:00:00,26,12,Actual
Mary St,08/01/2014 01:00:00,11,11,Actual
Mary St,08/01/2014 02:00:00,10,5,Actual
Mary St,08/01/2014 03:00:00,14,6,Actual
Mary St,08/01/2014 04:00:00,21,10,Actual
Mary St,08/01/2014 05:00:00,34,22,Actual
Mary St,08/01/2014 06:00:00,50,61,Actual
Mary St,08/01/2014 07:00:00,181,122,Actual
Mary St,08/01/2014 08:00:00,406,252,Actual
Mary St,08/01/2014 09:00:00,511,398,Actual
Mary St,08/01/2014 10:00:00,752,629,Actual
Mary St,08/01/2014 11:00:00,1086,1010,Actual
Mary St,08/01/2014 12:00:00,1331,1296,Actual
Mary St,08/01/2014 13:00:00,1855,1761,Actual
Mary St,08/01/2014 14:00:00,1587,1382,Actual
Mary St,08/01/2014 15:00:00,1488,1410,Actual
Mary St,08/01/2014 16:00:00,1420,1410,Actual
Mary St,08/01/2014 17:00:00,1304,1222,Actual
Mary St,08/01/2014 18:00:00,889,632,Actual
Mary St,08/01/2014 19:00:00,435,315,Actual
Mary St,08/01/2014 20:00:00,125,128,Actual
Mary St,08/01/2014 21:00:00,68,72,Actual
Mary St,08/01/2014 22:00:00,55,89,Actual
Mary St,08/01/2014 23:00:00,42,45,Actual
Moore St,08/01/2014 00:00:00,27,38,Actual
Moore St,08/01/2014 01:00:00,10,9,Actual
Moore St,08/01/2014 02:00:00,9,27,Actual
Moore St,08/01/2014 03:00:00,60,39,Actual
Moore St,08/01/2014 04:00:00,40,21,Actual
Moore St,08/01/2014 05:00:00,188,39,Actual
Moore St,08/01/2014 06:00:00,260,49,Actual
Moore St,08/01/2014 07:00:00,419,153,Actual
Moore St,08/01/2014 08:00:00,369,300,Actual
Moore St,08/01/2014 09:00:00,422,369,Actual
Moore St,08/01/2014 10:00:00,682,677,Actual
Moore St,08/01/2014 11:00:00,896,987,Actual
Moore St,08/01/2014 12:00:00,1141,1254,Actual
Moore St,08/01/2014 13:00:00,1458,1561,Actual
Moore St,08/01/2014 14:00:00,1253,1322,Actual
Moore St,08/01/2014 15:00:00,1292,1412,Actual
Moore St,08/01/2014 16:00:00,1268,1492,Actual
Moore St,08/01/2014 17:00:00,1121,1180,Actual
Moore St,08/01/2014 18:00:00,675,808,Actual
Moore St,08/01/2014 19:00:00,417,557,Actual
Moore St,08/01/2014 20:00:00,202,234,Actual
Moore St,08/01/2014 21:00:00,119,139,Actual
Moore St,08/01/2014 22:00:00,47,91,Actual
Moore St,08/01/2014 23:00:00,29,49,Actual
Capel St at Mullen,08/01/2014 00:00:00,20,22,Actual
Capel St at Mullen,08/01/2014 01:00:00,4,12,Actual
Capel St at Mullen,08/01/2014 02:00:00,1,4,Actual
Capel St at Mullen,08/01/2014 03:00:00,1,13,Actual
Capel St at Mullen,08/01/2014 04:00:00,3,2,Actual
Capel St at Mullen,08/01/2014 05:00:00,7,5,Actual
Capel St at Mullen,08/01/2014 06:00:00,23,13,Actual
Capel St at Mullen,08/01/2014 07:00:00,51,42,Actual
Capel St at Mullen,08/01/2014 08:00:00,132,114,Actual
Capel St at Mullen,08/01/2014 09:00:00,137,132,Actual
Capel St at Mullen,08/01/2014 10:00:00,196,197,Actual
Capel St at Mullen,08/01/2014 11:00:00,265,277,Actual
Capel St at Mullen,08/01/2014 12:00:00,327,331,Actual
Capel St at Mullen,08/01/2014 13:00:00,465,398,Actual
Capel St at Mullen,08/01/2014 14:00:00,381,338,Actual
Capel St at Mullen,08/01/2014 15:00:00,280,364,Actual
Capel St at Mullen,08/01/2014 16:00:00,302,286,Actual
Capel St at Mullen,08/01/2014 17:00:00,254,267,Actual
Capel St at Mullen,08/01/2014 18:00:00,223,183,Actual
Capel St at Mullen,08/01/2014 19:00:00,159,129,Actual
Capel St at Mullen,08/01/2014 20:00:00,97,92,Actual
Capel St at Mullen,08/01/2014 21:00:00,82,57,Actual
Capel St at Mullen,08/01/2014 22:00:00,26,20,Actual
Capel St at Mullen,08/01/2014 23:00:00,9,10,Actual
Dame Court,08/01/2014 00:00:00,59,48,Actual
Dame Court,08/01/2014 01:00:00,21,19,Actual
Dame Court,08/01/2014 02:00:00,9,11,Actual
Dame Court,08/01/2014 03:00:00,37,40,Actual
Dame Court,08/01/2014 04:00:00,10,12,Actual
Dame Court,08/01/2014 05:00:00,8,3,Actual
Dame Court,08/01/2014 06:00:00,19,15,Actual
Dame Court,08/01/2014 07:00:00,67,49,Actual
Dame Court,08/01/2014 08:00:00,154,94,Actual
Dame Court,08/01/2014 09:00:00,127,101,Actual
Dame Court,08/01/2014 10:00:00,80,97,Actual
Dame Court,08/01/2014 11:00:00,129,148,Actual
Dame Court,08/01/2014 12:00:00,133,156,Actual
Dame Court,08/01/2014 13:00:00,243,311,Actual
Dame Court,08/01/2014 14:00:00,185,206,Actual
Dame Court,08/01/2014 15:00:00,125,170,Actual
Dame Court,08/01/2014 16:00:00,148,217,Actual
Dame Court,08/01/2014 17:00:00,227,290,Actual
Dame Court,08/01/2014 18:00:00,167,194,Actual
Dame Court,08/01/2014 19:00:00,107,128,Actual
Dame Court,08/01/2014 20:00:00,46,95,Actual
Dame Court,08/01/2014 21:00:00,56,116,Actual
Dame Court,08/01/2014 22:00:00,42,65,Actual
Dame Court,08/01/2014 23:00:00,32,59,Actual
Grafton St at Card Gallery,08/01/2014 00:00:00,282,213,Actual
Grafton St at Card Gallery,08/01/2014 01:00:00,180,128,Actual
Grafton St at Card Gallery,08/01/2014 02:00:00,132,45,Actual
Grafton St at Card Gallery,08/01/2014 03:00:00,347,74,Actual
Grafton St at Card Gallery,08/01/2014 04:00:00,146,78,Actual
Grafton St at Card Gallery,08/01/2014 05:00:00,60,184,Actual
Grafton St at Card Gallery,08/01/2014 06:00:00,166,406,Actual
Grafton St at Card Gallery,08/01/2014 07:00:00,390,951,Actual
Grafton St at Card Gallery,08/01/2014 08:00:00,904,1987,Actual
Grafton St at Card Gallery,08/01/2014 09:00:00,492,637,Actual
Grafton St at Card Gallery,08/01/2014 10:00:00,1087,1440,Actual
Grafton St at Card Gallery,08/01/2014 11:00:00,1707,1842,Actual
Grafton St at Card Gallery,08/01/2014 12:00:00,2525,2385,Actual
Grafton St at Card Gallery,08/01/2014 13:00:00,3294,3452,Actual
Grafton St at Card Gallery,08/01/2014 14:00:00,2618,2642,Actual
Grafton St at Card Gallery,08/01/2014 15:00:00,2611,2536,Actual
Grafton St at Card Gallery,08/01/2014 16:00:00,3048,3051,Actual
Grafton St at Card Gallery,08/01/2014 17:00:00,4095,3170,Actual
Grafton St at Card Gallery,08/01/2014 18:00:00,3191,2435,Actual
Grafton St at Card Gallery,08/01/2014 19:00:00,1595,1323,Actual
Grafton St at Card Gallery,08/01/2014 20:00:00,755,671,Actual
Grafton St at Card Gallery,08/01/2014 21:00:00,646,452,Actual
Grafton St at Card Gallery,08/01/2014 22:00:00,287,364,Actual
Grafton St at Card Gallery,08/01/2014 23:00:00,322,311,Actual
Grafton St at M&S,08/01/2014 00:00:00,237,238,Actual
Grafton St at M&S,08/01/2014 01:00:00,187,106,Actual
Grafton St at M&S,08/01/2014 02:00:00,141,40,Actual
Grafton St at M&S,08/01/2014 03:00:00,298,50,Actual
Grafton St at M&S,08/01/2014 04:00:00,160,46,Actual
Grafton St at M&S,08/01/2014 05:00:00,53,176,Actual
Grafton St at M&S,08/01/2014 06:00:00,173,485,Actual
Grafton St at M&S,08/01/2014 07:00:00,480,1311,Actual
Grafton St at M&S,08/01/2014 08:00:00,1282,2521,Actual
Grafton St at M&S,08/01/2014 09:00:00,998,1647,Actual
Grafton St at M&S,08/01/2014 10:00:00,1151,1514,Actual
Grafton St at M&S,08/01/2014 11:00:00,1797,1910,Actual
Grafton St at M&S,08/01/2014 12:00:00,2703,2509,Actual
Grafton St at M&S,08/01/2014 13:00:00,3784,3681,Actual
Grafton St at M&S,08/01/2014 14:00:00,2798,2791,Actual
Grafton St at M&S,08/01/2014 15:00:00,2792,2637,Actual
Grafton St at M&S,08/01/2014 16:00:00,3030,2629,Actual
Grafton St at M&S,08/01/2014 17:00:00,3675,2918,Actual
Grafton St at M&S,08/01/2014 18:00:00,3032,2128,Actual
Grafton St at M&S,08/01/2014 19:00:00,1489,1189,Actual
Grafton St at M&S,08/01/2014 20:00:00,724,534,Actual
Grafton St at M&S,08/01/2014 21:00:00,631,378,Actual
Grafton St at M&S,08/01/2014 22:00:00,270,241,Actual
Grafton St at M&S,08/01/2014 23:00:00,200,225,Actual
O'Connell Street at Easons,08/01/2014 00:00:00,52,176,Actual
O'Connell Street at Easons,08/01/2014 01:00:00,13,119,Actual
O'Connell Street at Easons,08/01/2014 02:00:00,18,89,Actual
O'Connell Street at Easons,08/01/2014 03:00:00,17,117,Actual
O'Connell Street at Easons,08/01/2014 04:00:00,23,115,Actual
O'Connell Street at Easons,08/01/2014 05:00:00,56,29,Actual
O'Connell Street at Easons,08/01/2014 06:00:00,223,100,Actual
O'Connell Street at Easons,08/01/2014 07:00:00,420,325,Actual
O'Connell Street at Easons,08/01/2014 08:00:00,648,701,Actual
O'Connell Street at Easons,08/01/2014 09:00:00,596,743,Actual
O'Connell Street at Easons,08/01/2014 10:00:00,729,854,Actual
O'Connell Street at Easons,08/01/2014 11:00:00,899,1035,Actual
O'Connell Street at Easons,08/01/2014 12:00:00,1199,1361,Actual
O'Connell Street at Easons,08/01/2014 13:00:00,1624,1656,Actual
O'Connell Street at Easons,08/01/2014 14:00:00,1346,1527,Actual
O'Connell Street at Easons,08/01/2014 15:00:00,1418,1482,Actual
O'Connell Street at Easons,08/01/2014 16:00:00,1513,1603,Actual
O'Connell Street at Easons,08/01/2014 17:00:00,1630,1706,Actual
O'Connell Street at Easons,08/01/2014 18:00:00,1135,1257,Actual
O'Connell Street at Easons,08/01/2014 19:00:00,753,949,Actual
O'Connell Street at Easons,08/01/2014 20:00:00,438,584,Actual
O'Connell Street at Easons,08/01/2014 21:00:00,230,473,Actual
O'Connell Street at Easons,08/01/2014 22:00:00,221,361,Actual
O'Connell Street at Easons,08/01/2014 23:00:00,162,257,Actual
Henry Street at Butlers,08/01/2014 00:00:00,44,53,Actual
Henry Street at Butlers,08/01/2014 01:00:00,18,19,Actual
Henry Street at Butlers,08/01/2014 02:00:00,25,36,Actual
Henry Street at Butlers,08/01/2014 03:00:00,32,38,Actual
Henry Street at Butlers,08/01/2014 04:00:00,32,45,Actual
Henry Street at Butlers,08/01/2014 05:00:00,65,34,Actual
Henry Street at Butlers,08/01/2014 06:00:00,125,176,Actual
Henry Street at Butlers,08/01/2014 07:00:00,224,439,Actual
Henry Street at Butlers,08/01/2014 08:00:00,434,1085,Actual
Henry Street at Butlers,08/01/2014 09:00:00,519,1298,Actual
Henry Street at Butlers,08/01/2014 10:00:00,845,1583,Actual
Henry Street at Butlers,08/01/2014 11:00:00,1380,1961,Actual
Henry Street at Butlers,08/01/2014 12:00:00,1859,2382,Actual
Henry Street at Butlers,08/01/2014 13:00:00,2594,2792,Actual
Henry Street at Butlers,08/01/2014 14:00:00,2115,2228,Actual
Henry Street at Butlers,08/01/2014 15:00:00,2200,2267,Actual
Henry Street at Butlers,08/01/2014 16:00:00,2336,2267,Actual
Henry Street at Butlers,08/01/2014 17:00:00,2100,1885,Actual
Henry Street at Butlers,08/01/2014 18:00:00,1118,852,Actual
Henry Street at Butlers,08/01/2014 19:00:00,606,410,Actual
Henry Street at Butlers,08/01/2014 20:00:00,191,156,Actual
Henry Street at Butlers,08/01/2014 21:00:00,91,75,Actual
Henry Street at Butlers,08/01/2014 22:00:00,85,93,Actual
Henry Street at Butlers,08/01/2014 23:00:00,91,80,Actual
South William St,08/01/2014 00:00:00,26,77,Actual
South William St,08/01/2014 01:00:00,36,28,Actual
South William St,08/01/2014 02:00:00,59,7,Actual
South William St,08/01/2014 03:00:00,10,6,Actual
South William St,08/01/2014 04:00:00,3,4,Actual
South William St,08/01/2014 05:00:00,4,4,Actual
South William St,08/01/2014 06:00:00,7,24,Actual
South William St,08/01/2014 07:00:00,20,82,Actual
South William St,08/01/2014 08:00:00,78,210,Actual
South William St,08/01/2014 09:00:00,97,179,Actual
South William St,08/01/2014 10:00:00,88,148,Actual
South William St,08/01/2014 11:00:00,132,192,Actual
South William St,08/01/2014 12:00:00,246,272,Actual
South William St,08/01/2014 13:00:00,312,421,Actual
South William St,08/01/2014 14:00:00,273,317,Actual
South William St,08/01/2014 15:00:00,239,257,Actual
South William St,08/01/2014 16:00:00,266,266,Actual
South William St,08/01/2014 17:00:00,284,294,Actual
South William St,08/01/2014 18:00:00,209,246,Actual
South William St,08/01/2014 19:00:00,114,111,Actual
South William St,08/01/2014 20:00:00,106,62,Actual
South William St,08/01/2014 21:00:00,62,51,Actual
South William St,08/01/2014 22:00:00,63,33,Actual
South William St,08/01/2014 23:00:00,40,84,Actual
Dublin BID,09/01/2014 00:00:00,128,152,Actual
Dublin BID,09/01/2014 01:00:00,37,73,Actual
Dublin BID,09/01/2014 02:00:00,12,32,Actual
Dublin BID,09/01/2014 03:00:00,14,32,Actual
Dublin BID,09/01/2014 04:00:00,6,15,Actual
Dublin BID,09/01/2014 05:00:00,29,9,Actual
Dublin BID,09/01/2014 06:00:00,166,39,Actual
Dublin BID,09/01/2014 07:00:00,731,334,Actual
Dublin BID,09/01/2014 08:00:00,912,388,Actual
Dublin BID,09/01/2014 09:00:00,912,552,Actual
Dublin BID,09/01/2014 10:00:00,1044,719,Actual
Dublin BID,09/01/2014 11:00:00,1212,783,Actual
Dublin BID,09/01/2014 12:00:00,1273,824,Actual
Dublin BID,09/01/2014 13:00:00,1550,1042,Actual
Dublin BID,09/01/2014 14:00:00,1609,1050,Actual
Dublin BID,09/01/2014 15:00:00,1731,1074,Actual
Dublin BID,09/01/2014 16:00:00,1727,1035,Actual
Dublin BID,09/01/2014 17:00:00,1765,1092,Actual
Dublin BID,09/01/2014 18:00:00,2270,1172,Actual
Dublin BID,09/01/2014 19:00:00,1422,699,Actual
Dublin BID,09/01/2014 20:00:00,906,559,Actual
Dublin BID,09/01/2014 21:00:00,592,435,Actual
Dublin BID,09/01/2014 22:00:00,518,369,Actual
Dublin BID,09/01/2014 23:00:00,376,357,Actual
South King St,09/01/2014 00:00:00,50,33,Actual
South King St,09/01/2014 01:00:00,16,16,Actual
South King St,09/01/2014 02:00:00,7,6,Actual
South King St,09/01/2014 03:00:00,12,22,Actual
South King St,09/01/2014 04:00:00,1,10,Actual
South King St,09/01/2014 05:00:00,26,20,Actual
South King St,09/01/2014 06:00:00,83,52,Actual
South King St,09/01/2014 07:00:00,263,192,Actual
South King St,09/01/2014 08:00:00,636,581,Actual
South King St,09/01/2014 09:00:00,366,472,Actual
South King St,09/01/2014 10:00:00,364,365,Actual
South King St,09/01/2014 11:00:00,467,439,Actual
South King St,09/01/2014 12:00:00,691,761,Actual
South King St,09/01/2014 13:00:00,1300,1175,Actual
South King St,09/01/2014 14:00:00,905,775,Actual
South King St,09/01/2014 15:00:00,860,746,Actual
South King St,09/01/2014 16:00:00,874,819,Actual
South King St,09/01/2014 17:00:00,1259,1259,Actual
South King St,09/01/2014 18:00:00,1172,1197,Actual
South King St,09/01/2014 19:00:00,675,742,Actual
South King St,09/01/2014 20:00:00,472,426,Actual
South King St,09/01/2014 21:00:00,311,660,Actual
South King St,09/01/2014 22:00:00,227,191,Actual
South King St,09/01/2014 23:00:00,172,150,Actual
South Great Georges,09/01/2014 00:00:00,39,97,Actual
South Great Georges,09/01/2014 01:00:00,21,52,Actual
South Great Georges,09/01/2014 02:00:00,19,42,Actual
South Great Georges,09/01/2014 03:00:00,13,21,Actual
South Great Georges,09/01/2014 04:00:00,19,6,Actual
South Great Georges,09/01/2014 05:00:00,4,11,Actual
South Great Georges,09/01/2014 06:00:00,41,53,Actual
South Great Georges,09/01/2014 07:00:00,118,205,Actual
South Great Georges,09/01/2014 08:00:00,265,504,Actual
South Great Georges,09/01/2014 09:00:00,266,361,Actual
South Great Georges,09/01/2014 10:00:00,245,307,Actual
South Great Georges,09/01/2014 11:00:00,369,390,Actual
South Great Georges,09/01/2014 12:00:00,500,533,Actual
South Great Georges,09/01/2014 13:00:00,795,779,Actual
South Great Georges,09/01/2014 14:00:00,649,722,Actual
South Great Georges,09/01/2014 15:00:00,546,563,Actual
South Great Georges,09/01/2014 16:00:00,601,617,Actual
South Great Georges,09/01/2014 17:00:00,686,742,Actual
South Great Georges,09/01/2014 18:00:00,614,738,Actual
South Great Georges,09/01/2014 19:00:00,443,557,Actual
South Great Georges,09/01/2014 20:00:00,392,602,Actual
South Great Georges,09/01/2014 21:00:00,314,512,Actual
South Great Georges,09/01/2014 22:00:00,167,317,Actual
South Great Georges,09/01/2014 23:00:00,194,275,Actual
Talbot St,09/01/2014 00:00:00,17,50,Actual
Talbot St,09/01/2014 01:00:00,6,22,Actual
Talbot St,09/01/2014 02:00:00,2,8,Actual
Talbot St,09/01/2014 03:00:00,5,7,Actual
Talbot St,09/01/2014 04:00:00,11,5,Actual
Talbot St,09/01/2014 05:00:00,14,10,Actual
Talbot St,09/01/2014 06:00:00,148,106,Actual
Talbot St,09/01/2014 07:00:00,589,400,Actual
Talbot St,09/01/2014 08:00:00,888,530,Actual
Talbot St,09/01/2014 09:00:00,424,339,Actual
Talbot St,09/01/2014 10:00:00,356,255,Actual
